"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2680.25","2673","2658","2695.25","2703","2718"
"6E","1.19275","1.19075","1.18705","1.19645","1.19815","1.20185"
"6B","134","133.66","133.13","134.53","134.72","135.25"
"6J","88.545","88.38","88.105","88.82","88.93","89.205"
"6A","76.7","76.35","75.82","77.23","77.41","77.94"
"6C","78.175","77.66","76.79","79.045","79.4","80.27"
"NG","2.566","2.533","2.451","2.648","2.697","2.779"
"CL","57.89","57.41","56.69","58.61","58.85","59.57"
"RB","174.22","172.89","170.74","176.37","177.19","179.34"
"SI","16.16","16.08","15.935","16.305","16.37","16.515"
"HG","319.55","317.2","313.7","323.05","324.2","327.7"
"GC","1267.3","1264","1258.2","1273.1","1275.6","1281.4"
"ZT","107.015625","107","106.953125","107.0625","107.09375","107.140625"
"ZF","115.859375","115.796875","115.6484375","116.0078125","116.09375","116.2421875"
"ZN","123.390625","123.28125","123.0625","123.609375","123.71875","123.9375"
"ZB","150.71875","150.21875","149.46875","151.46875","151.71875","152.46875"
"UB","163.90625","162.96875","161.53125","165.34375","165.84375","167.28125"
"ZC","349.5","347.5","344.5","352.5","353.5","356.5"
"ZS","955.75","952.25","943","965","970.75","980"
"ZW","423.75","420.75","416","428.5","430.25","435"
"TN","132.53125","132.359375","132.09375","132.796875","132.890625","133.15625"
"6S","101.68","101.41","100.89","102.2","102.45","102.97"
"NQ","6473.25","6454.25","6411.75","6515.75","6539.25","6581.75"
"NIY","22695","22600","22400","22895","23000","23200"
"YM","24711","24645","24507","24849","24921","25059"
"FGBL","161.54","161.38","161.08","161.84","161.98","162.28"
"FGBX","164.04","163.48","162.58","164.94","165.28","166.18"
"FDAX","13028","12957.5","12834.5","13151","13203.5","13326.5"
"FBTP","136.73","136.33","135.64","137.42","137.71","138.4"
"FOAT","155.63","155.44","155.12","155.95","156.08","156.4"
"FESX","3532","3506","3464","3574","3590","3632"
"R","124.18","124","123.71","124.47","124.58","124.87"
"Z","7484","7426","7335","7575","7608","7699"
