"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2830.75","2822.25","2807","2846","2852.75","2868"
"6E","1.22855","1.22355","1.21565","1.23645","1.23935","1.24725"
"6B","139.63","139.01","137.96","140.68","141.11","142.16"
"6J","90.42","89.94","89.19","91.17","91.44","92.19"
"6A","79.59","79.22","78.51","80.3","80.64","81.35"
"6C","80.2","79.925","79.47","80.655","80.835","81.29"
"NG","3.255","3.065","2.691","3.629","3.813","4.187"
"CL","63.84","63.21","62.09","64.96","65.45","66.57"
"RB","188.97","187.19","184.23","191.93","193.11","196.07"
"SI","16.745","16.58","16.245","17.08","17.25","17.585"
"HG","307.55","304.05","293.75","317.85","324.65","334.95"
"GC","1331.5","1326.3","1316.2","1341.6","1346.5","1356.6"
"ZT","106.75","106.703125","106.640625","106.8125","106.828125","106.890625"
"ZF","115.1015625","114.96875","114.7578125","115.3125","115.390625","115.6015625"
"ZN","122.1875","121.96875","121.59375","122.5625","122.71875","123.09375"
"ZB","148.78125","148.34375","147.46875","149.65625","150.09375","150.96875"
"UB","162.25","161.6875","160.46875","163.46875","164.125","165.34375"
"ZC","349.75","348.5","346.25","352","353","355.25"
"ZS","981.5","976.75","968.5","989.75","993.25","1001.5"
"ZW","419.25","416.75","411.25","424.75","427.75","433.25"
"TN","130.9375","130.625","130.09375","131.46875","131.6875","132.21875"
"6S","104.36","103.94","103.26","105.04","105.3","105.98"
"NQ","6931.25","6896.75","6838.5","6989.5","7013.25","7071.5"
"NIY","23885","23755","23480","24160","24305","24580"
"YM","26128","26054","25888","26294","26386","26552"
"FGBL","160.61","160.43","160","161.04","161.29","161.72"
"FGBX","162.38","161.94","160.96","163.36","163.9","164.88"
"FDAX","13515.5","13476.5","13399","13593","13631.5","13709"
"FBTP","137.26","136.97","136.44","137.79","138.03","138.56"
"FOAT","154.42","154.24","153.77","154.89","155.18","155.65"
"FESX","3649","3638","3612","3675","3690","3716"
"R","123.3","123.16","122.78","123.68","123.92","124.3"
"Z","7659","7641.5","7608","7692.5","7708.5","7742"
