"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2572.5","2565.25","2551.5","2586.25","2592.75","2606.5"
"6E","1.1655","1.16225","1.1568","1.17095","1.17315","1.1786"
"6B","131.43","130.78","129.64","132.57","133.06","134.2"
"6J","88.05","87.935","87.625","88.36","88.555","88.865"
"6A","76.41","76.26","75.86","76.81","77.06","77.46"
"6C","78.8","78.705","78.525","78.98","79.065","79.245"
"NG","3.185","3.156","3.108","3.233","3.252","3.3"
"CL","56.43","56.13","55.38","57.18","57.63","58.38"
"RB","180.19","179.14","176.53","182.8","184.36","186.97"
"SI","16.755","16.635","16.35","17.04","17.205","17.49"
"HG","306.05","304.5","300.55","310","312.4","316.35"
"GC","1269.3","1264.5","1250.6","1283.2","1292.3","1306.2"
"ZT","107.5625","107.546875","107.5","107.609375","107.640625","107.6875"
"ZF","116.9296875","116.8515625","116.640625","117.140625","117.2734375","117.484375"
"ZN","124.53125","124.34375","123.84375","125.03125","125.34375","125.84375"
"ZB","151.6875","151.03125","149.34375","153.375","154.40625","156.09375"
"UB","163.71875","162.8125","160.4375","166.09375","167.5625","169.9375"
"ZC","341.75","340","337.25","344.5","345.5","348.25"
"ZS","983.5","980.25","973.5","990.25","993.75","1000.5"
"ZW","427.75","423.75","416.75","434.75","437.75","444.75"
"TN","133.265625","133","132.25","134.015625","134.5","135.25"
"6S","100.46","100.29","99.87","100.88","101.13","101.55"
"NQ","6287.5","6265.75","6227.5","6325.75","6342.25","6380.5"
"NIY","22290","22120","21735","22675","22890","23275"
"YM","23332","23283","23177","23438","23495","23601"
"FGBL","162.05","161.9","161.52","162.43","162.66","163.04"
"FGBX","163.56","163.28","162.56","164.28","164.72","165.44"
"FDAX","13082.5","13044.5","12941.5","13185.5","13250.5","13353.5"
"FBTP","139","138.71","137.99","139.72","140.15","140.87"
"FOAT","157.05","156.9","156.49","157.46","157.72","158.13"
"FESX","3575","3564","3534","3605","3624","3654"
"R","124.1","123.89","123.29","124.7","125.09","125.69"
"Z","7383.5","7353","7274.5","7462","7510","7588.5"
