"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2790.75","2785.5","2771.75","2804.5","2813","2826.75"
"6E","1.2229","1.21725","1.20775","1.2324","1.23625","1.24575"
"6B","138.57","137.94","136.92","139.59","139.98","141"
"6J","90.035","89.7","89.09","90.645","90.92","91.53"
"6A","79.56","79.16","78.52","80.2","80.44","81.08"
"6C","80.24","79.97","79.525","80.685","80.86","81.305"
"NG","3.091","2.994","2.814","3.271","3.354","3.534"
"CL","63.48","63.06","62.25","64.29","64.68","65.49"
"RB","186.91","185.06","182.23","189.74","190.72","193.55"
"SI","16.875","16.79","16.58","17.085","17.21","17.42"
"HG","318.45","316.95","314","321.4","322.85","325.8"
"GC","1323.4","1319.6","1311","1332","1336.8","1345.4"
"ZT","106.734375","106.71875","106.6875","106.765625","106.78125","106.8125"
"ZF","115.2109375","115.15625","115.0625","115.3046875","115.34375","115.4375"
"ZN","122.34375","122.21875","121.96875","122.59375","122.71875","122.96875"
"ZB","148.96875","148.46875","147.34375","150.09375","150.71875","151.84375"
"UB","162.5625","161.84375","160.1875","164.21875","165.15625","166.8125"
"ZC","350.25","348.75","345.5","353.5","355.25","358.5"
"ZS","968.5","964","956.5","976","979","986.5"
"ZW","422.75","420","416","426.75","428","432"
"TN","131.109375","130.875","130.375","131.609375","131.875","132.375"
"6S","104.15","103.52","102.54","105.13","105.48","106.46"
"NQ","6793.75","6774.75","6734","6834.5","6856.25","6897"
"NIY","23635","23450","23025","24060","24300","24725"
"YM","25857","25772","25542","26087","26232","26462"
"FGBL","160.36","160.15","159.78","160.73","160.89","161.26"
"FGBX","162","161.56","160.68","162.88","163.32","164.2"
"FDAX","13204","13148.5","13046","13306.5","13353.5","13456"
"FBTP","135.95","135.54","134.81","136.68","137","137.73"
"FOAT","154.22","153.96","153.5","154.68","154.88","155.34"
"FESX","3594","3584","3563","3615","3626","3647"
"R","123.5","123.39","123.13","123.76","123.91","124.17"
"Z","7616.5","7596.5","7544.5","7668.5","7700.5","7752.5"
