"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2829","2818.75","2802.5","2845.25","2851.25","2867.5"
"6E","1.15925","1.1571","1.15235","1.164","1.1666","1.17135"
"6B","129.96","129.64","128.99","130.61","130.94","131.59"
"6J","89.795","89.45","88.875","90.37","90.6","91.175"
"6A","73.67","73.27","72.65","74.29","74.51","75.13"
"6C","76.85","76.605","76.21","77.245","77.395","77.79"
"NG","2.825","2.796","2.749","2.872","2.89","2.937"
"CL","67.87","67.24","65.94","69.17","69.84","71.14"
"RB","205.08","203.6","200.17","208.51","210.46","213.89"
"SI","15.285","15.11","14.795","15.6","15.74","16.055"
"HG","272.2","268","260.8","279.4","282.4","289.6"
"GC","1214.6","1206","1190.7","1229.9","1236.6","1251.9"
"ZT","105.6875","105.65625","105.59375","105.75","105.78125","105.84375"
"ZF","113.140625","112.9765625","112.734375","113.3828125","113.4609375","113.703125"
"ZN","119.359375","119.109375","118.734375","119.734375","119.859375","120.234375"
"ZB","142.46875","142","141.25","143.21875","143.5","144.25"
"UB","156","155.375","154.40625","156.96875","157.3125","158.28125"
"ZC","380.75","377","371","386.75","389","395"
"ZS","889.25","876.5","856.5","909.25","916.5","936.5"
"ZW","551.5","546.5","533.5","564.5","572.5","585.5"
"TN","126.921875","126.609375","126.125","127.40625","127.578125","128.0625"
"6S","100.71","100.49","100.06","101.14","101.35","101.78"
"NQ","7372.5","7342.75","7292.25","7423","7443.75","7494.25"
"NIY","22450","22350","22170","22630","22710","22890"
"YM","25301","25193","25018","25476","25543","25718"
"FGBL","161.63","161.2","160.53","162.3","162.54","163.21"
"FGBX","175.46","174.34","172.56","177.24","177.9","179.68"
"FDAX","12565","12518","12434","12649","12686","12770"
"FBTP","123.87","122.73","120.85","125.75","126.49","128.37"
"FOAT","153.31","152.97","152.45","153.83","154.01","154.53"
"FESX","3469","3456","3433","3492","3502","3525"
"R","122.42","122.09","121.59","122.92","123.09","123.59"
"Z","7551","7496","7406","7641","7676","7766"
