"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2802.25","2787.25","2750","2839.5","2861.75","2899"
"6E","1.1674","1.16485","1.16075","1.1715","1.17305","1.17715"
"6B","131.13","130.88","130.41","131.6","131.82","132.29"
"6J","90.2","90.005","89.64","90.565","90.735","91.1"
"6A","73.79","73.52","73.07","74.24","74.42","74.87"
"6C","76.505","76.42","76.23","76.695","76.8","76.99"
"NG","2.761","2.74","2.702","2.799","2.816","2.854"
"CL","68.11","67.52","66.12","69.51","70.32","71.72"
"RB","210.21","209.14","206.38","212.97","214.66","217.42"
"SI","15.375","15.255","15.045","15.585","15.675","15.885"
"HG","278.1","275.95","271.2","282.85","285.45","290.2"
"GC","1227.4","1222","1212.3","1237.1","1241.4","1251.1"
"ZT","105.65625","105.640625","105.609375","105.6875","105.703125","105.734375"
"ZF","113.046875","112.96875","112.8359375","113.1796875","113.234375","113.3671875"
"ZN","119.28125","119.140625","118.890625","119.53125","119.640625","119.890625"
"ZB","142.59375","142.21875","141.53125","143.28125","143.59375","144.28125"
"UB","156.25","155.75","154.8125","157.1875","157.625","158.5625"
"ZC","373.75","371.5","367.25","378","380","384.25"
"ZS","876","866.75","851.25","891.5","897.75","913.25"
"ZW","524.25","517.75","502.5","539.5","548.25","563.5"
"TN","126.875","126.65625","126.265625","127.265625","127.4375","127.828125"
"6S","100.73","100.45","99.99","101.19","101.37","101.83"
"NQ","7224.25","7147.5","6950.5","7421.25","7541.5","7738.5"
"NIY","22540","22465","22295","22710","22805","22975"
"YM","25321","25229","25014","25536","25659","25874"
"FGBL","161.96","161.84","161.59","162.21","162.34","162.59"
"FGBX","176.1","175.8","175.14","176.76","177.12","177.78"
"FDAX","12807","12749","12655","12901","12937","13031"
"FBTP","126.91","126.64","125.95","127.6","128.02","128.71"
"FOAT","154","153.91","153.7","154.21","154.33","154.54"
"FESX","3508","3493","3470","3531","3539","3562"
"R","123.02","122.9","122.64","123.28","123.42","123.68"
"Z","7615.5","7587","7538","7664.5","7685","7734"
