"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2851.25","2842.5","2828","2865.75","2871.5","2886"
"6E","1.15945","1.15615","1.1505","1.1651","1.16745","1.1731"
"6B","129.36","129.18","128.72","129.82","130.1","130.56"
"6J","89.84","89.695","89.305","90.23","90.475","90.865"
"6A","73.93","73.61","73.06","74.48","74.71","75.26"
"6C","76.35","76.115","75.46","77.005","77.425","78.08"
"NG","2.869","2.841","2.798","2.912","2.927","2.97"
"CL","68.72","68.27","67.28","69.71","70.25","71.24"
"RB","207.41","204.43","199.93","211.91","213.43","217.93"
"SI","15.29","15.2","15.005","15.485","15.59","15.785"
"HG","272.8","270.45","266.3","276.95","278.75","282.9"
"GC","1214.7","1211","1202.6","1223.1","1227.8","1236.2"
"ZT","105.671875","105.65625","105.609375","105.71875","105.75","105.796875"
"ZF","113.0859375","113.015625","112.8203125","113.28125","113.40625","113.6015625"
"ZN","119.359375","119.234375","118.921875","119.671875","119.859375","120.171875"
"ZB","142.3125","142","141.21875","143.09375","143.5625","144.34375"
"UB","155.5","155.0625","153.9375","156.625","157.3125","158.4375"
"ZC","382.75","380.75","376.25","387.25","389.75","394.25"
"ZS","897","888.25","874","911.25","916.75","931"
"ZW","559.75","551","529.25","581.5","594.5","616.25"
"TN","126.875","126.6875","126.21875","127.34375","127.625","128.09375"
"6S","100.62","100.45","100.08","100.99","101.19","101.56"
"NQ","7450.25","7423.25","7379.25","7494.25","7511.25","7555.25"
"NIY","22565","22460","22300","22725","22780","22940"
"YM","25490","25379","25187","25682","25763","25955"
"FGBL","161.87","161.72","161.32","162.27","162.52","162.92"
"FGBX","176.34","175.98","175.1","177.22","177.74","178.62"
"FDAX","12602.5","12551","12434.5","12719","12784","12900.5"
"FBTP","125.2","124.81","124.15","125.86","126.13","126.79"
"FOAT","153.65","153.54","153.26","153.93","154.1","154.38"
"FESX","3490","3474","3447","3517","3528","3555"
"R","122.5","122.33","121.87","122.96","123.25","123.71"
"Z","7614","7561.5","7470","7705.5","7744.5","7836"
