"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2615.25","2603","2569.25","2649","2670.5","2704.25"
"6E","1.1978","1.19315","1.18395","1.207","1.21155","1.22075"
"6B","135.79","135.26","134.17","136.88","137.44","138.53"
"6J","91.19","91.015","90.7","91.505","91.645","91.96"
"6A","74.8","74.49","73.9","75.39","75.67","76.26"
"6C","77.63","77.39","76.885","78.135","78.4","78.905"
"NG","2.731","2.707","2.644","2.794","2.833","2.896"
"CL","67.22","66.52","65.38","68.36","68.8","69.94"
"RB","206.1","204.21","200.79","209.52","211.05","214.47"
"SI","16.185","15.99","15.61","16.565","16.75","17.13"
"HG","304.85","302.9","299.1","308.65","310.5","314.3"
"GC","1302.2","1298.8","1289.6","1311.4","1317.2","1326.4"
"ZT","105.984375","105.953125","105.90625","106.03125","106.046875","106.09375"
"ZF","113.34375","113.25","113.1015625","113.4921875","113.546875","113.6953125"
"ZN","119.328125","119.140625","118.84375","119.625","119.734375","120.03125"
"ZB","142.78125","142.3125","141.46875","143.625","144","144.84375"
"UB","155.53125","154.90625","153.78125","156.65625","157.15625","158.28125"
"ZC","404","402.75","400.5","406.25","407.25","409.5"
"ZS","1037","1031","1016.25","1051.75","1060.5","1075.25"
"ZW","520.75","515","502.5","533.25","540","552.5"
"TN","127.359375","127.109375","126.6875","127.78125","127.953125","128.375"
"6S","100.36","100.05","99.42","100.99","101.31","101.94"
"NQ","6597","6560.25","6458.25","6699","6764.25","6866.25"
"NIY","22350","22280","22090","22540","22660","22850"
"YM","23708","23590","23261","24037","24248","24577"
"FGBL","158.48","158.36","158.14","158.7","158.8","159.02"
"FGBX","162.84","162.46","161.82","163.48","163.74","164.38"
"FDAX","12670.5","12520.5","12285.5","12905.5","12990.5","13225.5"
"FBTP","138.74","138.44","137.83","139.35","139.66","140.27"
"FOAT","153.54","153.41","153.18","153.77","153.87","154.1"
"FESX","3481","3464","3438","3507","3516","3542"
"R","121.72","121.52","121.04","122.2","122.48","122.96"
"Z","7477.5","7448.5","7396.5","7529.5","7552.5","7604.5"
