"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2765.75","2748.75","2710.5","2804","2825.25","2863.5"
"6E","1.22635","1.221","1.21245","1.2349","1.2381","1.24665"
"6B","137.84","137.48","136.88","138.44","138.68","139.28"
"6J","90.57","90.185","89.585","91.17","91.385","91.985"
"6A","79.39","79.2","78.85","79.74","79.9","80.25"
"6C","80.36","80.195","79.865","80.69","80.855","81.185"
"NG","3.057","2.985","2.858","3.184","3.239","3.366"
"CL","63.19","62.64","61.29","64.54","65.34","66.69"
"RB","184.1","182.91","180.08","186.93","188.57","191.4"
"SI","16.95","16.715","16.26","17.405","17.625","18.08"
"HG","317.65","313.4","304.2","326.85","331.8","341"
"GC","1332.1","1327.2","1317.1","1342.2","1347.4","1357.5"
"ZT","106.78125","106.75","106.6875","106.84375","106.875","106.9375"
"ZF","115.4140625","115.328125","115.140625","115.6015625","115.703125","115.890625"
"ZN","122.828125","122.6875","122.390625","123.125","123.28125","123.578125"
"ZB","150.4375","150.03125","149.34375","151.125","151.40625","152.09375"
"UB","164.28125","163.6875","162.59375","165.375","165.875","166.96875"
"ZC","346.5","344.75","341.75","349.5","350.75","353.75"
"ZS","962.25","956.75","947.5","971.5","975.25","984.5"
"ZW","412.25","408.25","399.25","421.25","426.25","435.25"
"TN","131.90625","131.6875","131.25","132.34375","132.5625","133"
"6S","104.14","103.58","102.68","105.04","105.38","106.28"
"NQ","6714.75","6667","6554.5","6827.25","6892","7004.5"
"NIY","23590","23450","23115","23925","24120","24455"
"YM","25653","25486","25117","26022","26224","26593"
"FGBL","160.47","160.18","159.65","161","161.24","161.77"
"FGBX","162.08","161.14","159.46","163.76","164.5","166.18"
"FDAX","13119.5","13016.5","12801","13335","13447.5","13663"
"FBTP","136.17","135.73","134.83","137.07","137.53","138.43"
"FOAT","154.38","154.05","153.43","155","155.29","155.91"
"FESX","3584","3561","3516","3629","3651","3696"
"R","123.76","123.6","123.23","124.13","124.34","124.71"
"Z","7654","7617.5","7541","7730.5","7770.5","7847"
