"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2670.5","2648.75","2600.25","2719","2745.75","2794.25"
"6E","1.15","1.14515","1.1326","1.16255","1.17025","1.1828"
"6B","132.05","131.52","130.34","133.23","133.88","135.06"
"6J","91.76","91.04","89.9","92.9","93.32","94.46"
"6A","74.82","74.63","74.09","75.36","75.71","76.25"
"6C","76.63","76.435","75.99","77.075","77.325","77.77"
"NG","2.85","2.796","2.674","2.972","3.04","3.162"
"CL","66.02","65.3","63.93","67.39","68.04","69.41"
"RB","212.13","210.55","206.99","215.69","217.67","221.23"
"SI","16.29","16.21","16.02","16.48","16.59","16.78"
"HG","303.55","300.9","294.45","310","313.8","320.25"
"GC","1297.7","1291.3","1278.2","1310.8","1317.5","1330.6"
"ZT","106.25","106.046875","105.75","106.546875","106.640625","106.9375"
"ZF","114.078125","113.5703125","112.8046875","114.84375","115.1015625","115.8671875"
"ZN","120.453125","119.6875","118.515625","121.625","122.03125","123.203125"
"ZB","144.75","143.28125","140.96875","147.0625","147.90625","150.21875"
"UB","158.5625","156.4375","153.09375","161.90625","163.125","166.46875"
"ZC","395.25","390.25","378","407.5","414.75","427"
"ZS","1022.75","1014.75","993.5","1044","1057.25","1078.5"
"ZW","527.25","518.25","496","549.5","562.75","585"
"TN","128.6875","127.6875","126.15625","130.21875","130.75","132.28125"
"6S","100.61","99.83","98.55","101.89","102.39","103.67"
"NQ","6892.5","6840.25","6737.25","6995.5","7046.25","7149.25"
"NIY","21825","21610","21085","22350","22660","23185"
"YM","24147","23917","23368","24696","25015","25564"
"FGBL","161.73","160.66","158.43","163.96","165.12","167.35"
"FGBX","168.58","166.1","160.8","173.88","176.7","182"
"FDAX","12544.5","12423.5","12152","12816","12966.5","13238"
"FBTP","120.02","116.01","107.56","128.47","132.91","141.36"
"FOAT","155.16","154.55","153.56","156.15","156.53","157.52"
"FESX","3373","3335","3251","3457","3503","3587"
"R","123.52","122.72","120.88","125.36","126.4","128.24"
"Z","7565.5","7511","7392.5","7684","7748","7866.5"
