"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2572.75","2539.75","2461.25","2651.25","2696.75","2775.25"
"6E","1.2302","1.2256","1.21845","1.23735","1.2399","1.24705"
"6B","140.53","139.81","138.65","141.69","142.13","143.29"
"6J","93.635","93.265","92.685","94.215","94.425","95.005"
"6A","76.53","76.35","75.94","76.94","77.17","77.58"
"6C","78.195","78.04","77.67","78.565","78.78","79.15"
"NG","2.678","2.656","2.615","2.719","2.738","2.779"
"CL","61.34","60.63","58.71","63.26","64.47","66.39"
"RB","193.31","191.14","186.2","198.25","201.02","205.96"
"SI","16.24","16.125","15.895","16.47","16.585","16.815"
"HG","303.3","300.75","296.45","307.6","309.35","313.65"
"GC","1327.7","1319.3","1305.4","1341.6","1347.1","1361"
"ZT","106.25","106.203125","106.109375","106.34375","106.390625","106.484375"
"ZF","114.2109375","114.0234375","113.7265625","114.5078125","114.6171875","114.9140625"
"ZN","120.6875","120.375","119.890625","121.171875","121.34375","121.828125"
"ZB","145.21875","144.375","143.09375","146.5","146.9375","148.21875"
"UB","158.125","157.03125","155.3125","159.84375","160.46875","162.1875"
"ZC","383.25","378","369.5","391.75","395","403.5"
"ZS","1014.25","994.5","963.5","1045.25","1056.5","1087.5"
"ZW","463.5","454.75","441.5","476.75","481.25","494.5"
"TN","129.046875","128.59375","127.875","129.765625","130.03125","130.75"
"6S","104.44","103.96","103.21","105.19","105.46","106.21"
"NQ","6373.75","6292.75","6093.25","6573.25","6691.75","6891.25"
"NIY","21200","20970","20400","21770","22110","22680"
"YM","23592","23259","22472","24379","24833","25620"
"FGBL","159.25","159.01","158.63","159.63","159.77","160.15"
"FGBX","164.82","164.26","163.38","165.7","166.02","166.9"
"FDAX","12158","12087","11948","12297","12365","12504"
"FBTP","138.55","138.29","137.87","138.97","139.13","139.55"
"FOAT","154.24","154.02","153.69","154.57","154.68","155.01"
"FESX","3300","3277","3233","3344","3365","3409"
"R","122.25","122.06","121.76","122.55","122.66","122.96"
"Z","7049","7001","6907.5","7142.5","7188","7281.5"
