"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2755.25","2738.5","2712.25","2781.5","2791","2817.25"
"6E","1.1732","1.1687","1.1606","1.1813","1.1849","1.193"
"6B","133.98","133.79","133.35","134.42","134.67","135.11"
"6J","90.675","90.525","90.145","91.055","91.285","91.665"
"6A","76.28","75.92","75.32","76.88","77.12","77.72"
"6C","76.985","76.715","76.06","77.64","78.025","78.68"
"NG","2.877","2.857","2.82","2.914","2.931","2.968"
"CL","64.07","63.41","61.81","65.67","66.61","68.21"
"RB","204.67","202.34","196.44","210.57","214.14","220.04"
"SI","16.55","16.4","16.145","16.805","16.91","17.165"
"HG","321.25","316.35","308.4","329.2","332.25","340.2"
"GC","1297.5","1293.7","1285.8","1305.4","1309.5","1317.4"
"ZT","105.828125","105.796875","105.71875","105.90625","105.953125","106.03125"
"ZF","113.09375","113","112.75","113.34375","113.5","113.75"
"ZN","119.125","118.96875","118.546875","119.546875","119.8125","120.234375"
"ZB","141.96875","141.5625","140.46875","143.0625","143.75","144.84375"
"UB","155.03125","154.4375","152.875","156.59375","157.5625","159.125"
"ZC","375.5","372.75","364.5","383.75","389.25","397.5"
"ZS","989","984","969.5","1003.5","1013","1027.5"
"ZW","508","496.5","473.75","530.75","542","564.75"
"TN","126.5625","126.34375","125.765625","127.140625","127.5","128.078125"
"6S","101.25","100.99","100.48","101.76","102.01","102.52"
"NQ","7165.5","7116.25","7039","7242.75","7270.75","7348"
"NIY","22580","22415","22160","22835","22925","23180"
"YM","24916","24692","24346","25262","25384","25730"
"FGBL","159.57","158.97","157.51","161.03","161.89","163.35"
"FGBX","171.88","170.84","168.36","174.36","175.8","178.28"
"FDAX","12741","12648.5","12477.5","12912","12990.5","13161.5"
"FBTP","123.42","122.47","120.17","125.72","127.07","129.37"
"FOAT","151.28","150.82","149.6","152.5","153.26","154.48"
"FESX","3431","3408","3364","3475","3496","3540"
"R","121.64","121.36","120.59","122.41","122.9","123.67"
"Z","7664","7626","7554.5","7735.5","7769","7840.5"
