"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2658.5","2645.75","2620.75","2683.5","2695.75","2720.75"
"6E","1.22205","1.2188","1.20965","1.2312","1.2371","1.24625"
"6B","139.33","138.96","137.95","140.34","140.98","141.99"
"6J","92.035","91.7","90.79","92.945","93.52","94.43"
"6A","75.74","75.46","74.64","76.56","77.1","77.92"
"6C","77.68","77.45","76.81","78.32","78.73","79.37"
"NG","2.716","2.691","2.648","2.759","2.777","2.82"
"CL","67.52","66.39","64.51","69.4","70.15","72.03"
"RB","209.05","205.42","199.41","215.06","217.44","223.45"
"SI","16.405","16.225","15.685","16.945","17.305","17.845"
"HG","307.35","303.65","295.6","315.4","319.75","327.8"
"GC","1319.7","1315.3","1302.2","1332.8","1341.5","1354.6"
"ZT","105.96875","105.953125","105.90625","106.015625","106.046875","106.09375"
"ZF","113.28125","113.21875","113.09375","113.40625","113.46875","113.59375"
"ZN","119.203125","119.078125","118.8125","119.46875","119.609375","119.875"
"ZB","142.53125","142.0625","141.34375","143.25","143.5","144.21875"
"UB","155.21875","154.53125","153.4375","156.3125","156.71875","157.8125"
"ZC","384.25","380.75","372.75","392.25","396.75","404.75"
"ZS","1021.25","1010","979.75","1051.5","1070.5","1100.75"
"ZW","470.5","466.5","456.5","480.5","486.5","496.5"
"TN","127.234375","127.015625","126.625","127.625","127.796875","128.1875"
"6S","102.5","102.35","101.93","102.92","103.19","103.61"
"NQ","6614.75","6562.5","6454","6723.25","6779.5","6888"
"NIY","22075","21960","21780","22255","22320","22500"
"YM","24292","24170","23922","24540","24666","24914"
"FGBL","157.64","157.48","157.16","157.96","158.12","158.44"
"FGBX","161.5","161.2","160.6","162.1","162.4","163"
"FDAX","12515.5","12437.5","12319","12634","12674.5","12793"
"FBTP","138.65","138.45","138.08","139.02","139.19","139.56"
"FOAT","152.89","152.74","152.43","153.2","153.36","153.67"
"FESX","3418","3396","3362","3452","3464","3498"
"R","121.03","120.83","120.42","121.44","121.65","122.06"
"Z","7317.5","7287","7238.5","7366","7384","7432.5"
