"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2680.25","2667.5","2647.5","2700.25","2707.5","2727.5"
"6E","1.20655","1.20245","1.195","1.214","1.21735","1.2248"
"6B","135.68","135.09","134.18","136.59","136.91","137.82"
"6J","89.07","88.74","88.17","89.64","89.88","90.45"
"6A","78.02","77.75","77.28","78.49","78.69","79.16"
"6C","79.79","79.55","79.17","80.17","80.31","80.69"
"NG","2.967","2.877","2.724","3.12","3.183","3.336"
"CL","60.09","59.82","59.23","60.68","61","61.59"
"RB","174.82","173.34","169.11","179.05","181.8","186.03"
"SI","17.05","16.89","16.635","17.305","17.4","17.655"
"HG","326.25","324.65","320.9","330","332.15","335.9"
"GC","1307.1","1298","1282.3","1322.8","1329.4","1345.1"
"ZT","106.953125","106.921875","106.84375","107.03125","107.078125","107.15625"
"ZF","115.875","115.7734375","115.5390625","116.109375","116.2421875","116.4765625"
"ZN","123.484375","123.296875","122.859375","123.921875","124.171875","124.609375"
"ZB","151.125","150.5","149","152.625","153.5","155"
"UB","164.71875","163.78125","161.46875","167.03125","168.40625","170.71875"
"ZC","351.25","349","345.5","354.75","356","359.5"
"ZS","959","953.25","942.25","970","975.25","986.25"
"ZW","427.25","421.25","411","437.5","441.75","452"
"TN","132.640625","132.328125","131.59375","133.375","133.796875","134.53125"
"6S","103.16","102.89","102.38","103.67","103.91","104.42"
"NQ","6434","6353.25","6228","6559.25","6603.75","6729"
"NIY","22660","22500","22225","22935","23050","23325"
"YM","24706","24645","24509","24842","24917","25053"
"FGBL","161.07","160.85","160.3","161.62","161.95","162.5"
"FGBX","162.1","161.52","160.16","163.46","164.24","165.6"
"FDAX","12746.5","12644.5","12447","12944","13039.5","13237"
"FBTP","134.36","133.81","132.25","135.92","136.93","138.49"
"FOAT","154.53","154.27","153.59","155.21","155.63","156.31"
"FESX","3452","3431","3385","3498","3523","3569"
"R","123.8","123.37","122.27","124.9","125.57","126.67"
"Z","7554","7522.5","7443","7633.5","7681.5","7761"
