"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2572","2562.25","2546.75","2587.5","2593.25","2608.75"
"6E","1.1719","1.16885","1.1606","1.18015","1.18535","1.1936"
"6B","132.01","131.55","130.67","132.89","133.31","134.19"
"6J","88.62","88.395","87.75","89.265","89.685","90.33"
"6A","75.33","75.22","74.92","75.63","75.82","76.12"
"6C","77.93","77.765","77.355","78.34","78.585","78.995"
"NG","3.021","2.995","2.936","3.08","3.113","3.172"
"CL","55.82","55.23","54.11","56.94","57.47","58.59"
"RB","172.11","170.44","167.68","174.87","175.96","178.72"
"SI","16.675","16.51","16.03","17.155","17.47","17.95"
"HG","306.35","303.45","299.05","310.75","312.25","316.65"
"GC","1268.5","1261.6","1241.5","1288.6","1301.8","1321.9"
"ZT","107.40625","107.390625","107.328125","107.46875","107.515625","107.578125"
"ZF","116.671875","116.578125","116.296875","116.953125","117.140625","117.421875"
"ZN","124.53125","124.390625","123.953125","124.96875","125.265625","125.703125"
"ZB","153.34375","153.0625","152.25","154.15625","154.6875","155.5"
"UB","166.53125","166.03125","164.8125","167.75","168.46875","169.6875"
"ZC","354.25","352.25","349.25","357.25","358.25","361.25"
"ZS","985","980","971.75","993.25","996.5","1004.75"
"ZW","434.75","431.25","423","443","447.75","456"
"TN","133.59375","133.390625","132.796875","134.1875","134.578125","135.171875"
"6S","100.63","100.42","99.83","101.22","101.6","102.19"
"NQ","6296","6276.25","6240.25","6332","6348.25","6384.25"
"NIY","22255","22045","21710","22590","22715","23050"
"YM","23284","23172","22990","23466","23536","23718"
"FGBL","162.83","162.69","162.4","163.12","163.27","163.56"
"FGBX","165.7","165.3","164.54","166.46","166.82","167.58"
"FDAX","12919.5","12779","12556.5","13142","13224","13446.5"
"FBTP","139.52","139.24","138.74","140.02","140.24","140.74"
"FOAT","158.32","158.18","157.94","158.56","158.66","158.9"
"FESX","3535","3512","3475","3572","3586","3623"
"R","124.67","124.39","123.97","125.09","125.23","125.65"
"Z","7354","7323","7272","7405","7425","7476"
