"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2798.25","2791","2774","2815.25","2825","2842"
"6E","1.16375","1.1582","1.1484","1.17355","1.1778","1.1876"
"6B","129.87","129.28","128.06","131.09","131.72","132.94"
"6J","88.8","88.345","87.53","89.615","89.975","90.79"
"6A","73.09","72.6","71.48","74.21","74.84","75.96"
"6C","75.22","74.905","74.175","75.95","76.365","77.095"
"NG","2.724","2.679","2.609","2.794","2.819","2.889"
"CL","67.01","65.77","63.67","69.11","69.97","72.07"
"RB","199.2","197.04","192.99","203.25","205.14","209.19"
"SI","15.195","14.99","14.59","15.595","15.79","16.19"
"HG","265.35","261.2","250.85","275.7","281.9","292.25"
"GC","1214.2","1204.3","1187.4","1231.1","1238.1","1255"
"ZT","105.734375","105.671875","105.5625","105.84375","105.890625","106"
"ZF","113.390625","113.1875","112.859375","113.71875","113.84375","114.171875"
"ZN","119.96875","119.65625","119.140625","120.484375","120.6875","121.203125"
"ZB","144.625","143.96875","142.90625","145.6875","146.09375","147.15625"
"UB","159.1875","158.375","157","160.5625","161.125","162.5"
"ZC","360.25","355.75","348.5","367.5","370.25","377.5"
"ZS","854.75","848.25","838","865","868.75","879"
"ZW","495","485.5","470.75","509.75","515","529.75"
"TN","127.921875","127.515625","126.859375","128.578125","128.828125","129.484375"
"6S","100.17","99.72","98.94","100.95","101.28","102.06"
"NQ","7345.25","7322.75","7265","7403","7438.25","7496"
"NIY","22615","22520","22285","22850","22990","23225"
"YM","24998","24936","24773","25161","25262","25425"
"FGBL","162.78","162.49","161.99","163.28","163.49","163.99"
"FGBX","177.72","176.98","175.74","178.96","179.46","180.7"
"FDAX","12634.5","12592.5","12494","12733","12789.5","12888"
"FBTP","129.31","129.09","128.56","129.84","130.15","130.68"
"FOAT","154.85","154.65","154.31","155.19","155.33","155.67"
"FESX","3453","3443","3420","3476","3489","3512"
"R","123.65","123.22","122.53","124.34","124.6","125.29"
"Z","7602.5","7578.5","7535","7646","7665.5","7709"
