"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2679.75","2660.75","2608.5","2732","2765.25","2817.5"
"6E","1.22885","1.2256","1.21785","1.2366","1.2411","1.24885"
"6B","139.06","138.64","137.65","140.05","140.62","141.61"
"6J","92.72","92.515","92.005","93.23","93.535","94.045"
"6A","77.82","77.45","76.51","78.76","79.33","80.27"
"6C","78.67","78.48","78.02","79.13","79.4","79.86"
"NG","2.591","2.524","2.414","2.701","2.744","2.854"
"CL","61.15","60.61","59.76","62","62.31","63.16"
"RB","192.37","190.28","187.14","195.51","196.56","199.7"
"SI","16.39","16.17","15.78","16.78","16.95","17.34"
"HG","317.75","313.95","307.6","324.1","326.65","333"
"GC","1325","1317.9","1304.3","1338.6","1345.1","1358.7"
"ZT","106.453125","106.421875","106.359375","106.515625","106.546875","106.609375"
"ZF","113.984375","113.875","113.625","114.234375","114.375","114.625"
"ZN","120","119.78125","119.265625","120.515625","120.8125","121.328125"
"ZB","142.03125","141.40625","139.71875","143.71875","144.78125","146.46875"
"UB","153.21875","152.3125","149.84375","155.6875","157.25","159.71875"
"ZC","372.25","370.5","367","375.75","377.5","381"
"ZS","1034.25","1023.25","1005.25","1052.25","1059.25","1077.25"
"ZW","457","454.5","448.25","463.25","467","473.25"
"TN","127.3125","126.984375","126.140625","128.15625","128.671875","129.515625"
"6S","106.51","106.28","105.7","107.09","107.44","108.02"
"NQ","6708","6655.5","6516.75","6846.75","6933","7071.75"
"NIY","21715","21575","21210","22080","22305","22670"
"YM","24593","24403","23892","25104","25425","25936"
"FGBL","158.18","157.84","157.17","158.85","159.18","159.85"
"FGBX","158.78","158.1","156.86","160.02","160.58","161.82"
"FDAX","12385.5","12309.5","12175.5","12519.5","12577.5","12711.5"
"FBTP","135.73","135.53","135.12","136.14","136.35","136.76"
"FOAT","152.52","152.35","151.93","152.94","153.19","153.61"
"FESX","3407","3386","3349","3444","3460","3497"
"R","121.41","121.22","120.83","121.8","122","122.39"
"Z","7198","7142","7054","7286","7318","7406"
