"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2685.75","2665","2630.5","2720.25","2734","2768.5"
"6E","1.2386","1.23495","1.2272","1.24635","1.25045","1.2582"
"6B","142.9","142.57","141.63","143.84","144.45","145.39"
"6J","93.65","93.5","93.215","93.935","94.07","94.355"
"6A","77.56","77.44","77.15","77.85","78.02","78.31"
"6C","79.585","79.43","79.11","79.905","80.07","80.39"
"NG","2.714","2.69","2.643","2.761","2.784","2.831"
"CL","65.83","65.15","64.02","66.96","67.41","68.54"
"RB","203.34","201.99","199.58","205.75","206.81","209.22"
"SI","16.64","16.495","16.27","16.865","16.945","17.17"
"HG","305.65","303.4","298.95","310.1","312.3","316.75"
"GC","1342.5","1335.6","1323.9","1354.2","1359","1370.7"
"ZT","106.125","106.09375","106.046875","106.171875","106.1875","106.234375"
"ZF","113.890625","113.8046875","113.6796875","114.015625","114.0546875","114.1796875"
"ZN","120.390625","120.234375","120","120.625","120.703125","120.9375"
"ZB","145.46875","144.9375","144.125","146.28125","146.5625","147.375"
"UB","159","158.125","156.8125","160.3125","160.75","162.0625"
"ZC","378.5","377","372.75","382.75","385.5","389.75"
"ZS","1041.5","1037","1029.25","1049.25","1052.5","1060.25"
"ZW","461.75","457.5","449","470.25","474.5","483"
"TN","128.890625","128.625","128.21875","129.296875","129.4375","129.84375"
"6S","103.6","103.19","102.14","104.65","105.29","106.34"
"NQ","6737","6645.5","6501","6881.5","6934.5","7079"
"NIY","21790","21695","21525","21960","22035","22205"
"YM","24562","24418","24143","24837","24968","25243"
"FGBL","159.06","158.77","158.29","159.54","159.73","160.21"
"FGBX","164.32","163.66","162.5","165.48","165.98","167.14"
"FDAX","12479.5","12353","12155.5","12677","12748","12945.5"
"FBTP","138.81","138.44","137.84","139.41","139.64","140.24"
"FOAT","154.16","153.87","153.4","154.63","154.81","155.28"
"FESX","3381","3355","3314","3422","3437","3478"
"R","121.6","121.23","120.61","122.22","122.47","123.09"
"Z","7136.5","7101","7042","7195.5","7219","7278"
