"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2730.5","2713.5","2667.25","2776.75","2806","2852.25"
"6E","1.2207","1.21605","1.2038","1.23295","1.24055","1.2528"
"6B","138.63","137.99","136.64","139.98","140.69","142.04"
"6J","92.88","92.545","91.775","93.65","94.085","94.855"
"6A","77.63","77.31","76.47","78.47","78.99","79.83"
"6C","78.15","77.875","77.2","78.825","79.225","79.9"
"NG","2.65","2.616","2.557","2.709","2.734","2.793"
"CL","62.43","61.86","60.47","63.82","64.64","66.03"
"RB","197.16","195.9","192.94","200.12","201.82","204.78"
"SI","16.285","16.135","15.77","16.65","16.865","17.23"
"HG","315.55","312.4","305.2","322.75","326.8","334"
"GC","1309.5","1300.5","1277.2","1332.8","1347.1","1370.4"
"ZT","106.453125","106.40625","106.296875","106.5625","106.625","106.734375"
"ZF","114","113.84375","113.4609375","114.3828125","114.609375","114.9921875"
"ZN","120.140625","119.890625","119.28125","120.75","121.109375","121.71875"
"ZB","143","142.40625","141.0625","144.34375","145.09375","146.4375"
"UB","154.65625","153.84375","152.0625","156.4375","157.40625","159.1875"
"ZC","377.25","375.5","372.75","380","381","383.75"
"ZS","1043.5","1037.75","1026","1055.25","1061.25","1073"
"ZW","474.25","471.25","466","479.5","481.75","487"
"TN","127.75","127.40625","126.578125","128.578125","129.0625","129.890625"
"6S","106.34","106.03","105.39","106.98","107.31","107.95"
"NQ","6879.5","6843.5","6743.5","6979.5","7043.5","7143.5"
"NIY","22065","21950","21615","22400","22620","22955"
"YM","25279","25129","24716","25692","25955","26368"
"FGBL","159","158.81","158.38","159.43","159.67","160.1"
"FGBX","160.88","160.5","159.6","161.78","162.3","163.2"
"FDAX","12406","12339","12189","12556","12639","12789"
"FBTP","136.31","135.96","135.38","136.89","137.12","137.7"
"FOAT","153.18","153","152.62","153.56","153.76","154.14"
"FESX","3435","3419","3383","3471","3491","3527"
"R","121.32","121.02","120.27","122.07","122.52","123.27"
"Z","7220","7176","7082.5","7313.5","7363","7456.5"
