"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2583.25","2575.25","2562.75","2595.75","2600.25","2612.75"
"6E","1.16055","1.1591","1.1562","1.16345","1.1649","1.1678"
"6B","130.89","130.51","129.63","131.77","132.27","133.15"
"6J","87.86","87.695","87.3","88.255","88.485","88.88"
"6A","76.49","76.25","75.85","76.89","77.05","77.45"
"6C","78.38","78.16","77.8","78.74","78.88","79.24"
"NG","3.131","3.087","3.015","3.203","3.231","3.303"
"CL","56.24","55.66","54.27","57.63","58.44","59.83"
"RB","179.89","177.64","173.36","184.17","186.2","190.48"
"SI","16.985","16.825","16.535","17.275","17.405","17.695"
"HG","307.5","305","300.75","311.75","313.5","317.75"
"GC","1277.5","1271.2","1259.8","1288.9","1294","1305.4"
"ZT","107.59375","107.578125","107.546875","107.625","107.640625","107.671875"
"ZF","117.1328125","117.0625","116.9140625","117.28125","117.359375","117.5078125"
"ZN","125.109375","124.984375","124.6875","125.40625","125.578125","125.875"
"ZB","154.0625","153.78125","153.15625","154.6875","155.03125","155.65625"
"UB","167.0625","166.71875","165.90625","167.875","168.34375","169.15625"
"ZC","346.25","344.5","341.5","349.25","350.5","353.5"
"ZS","995.75","993","988.5","1000.25","1002","1006.5"
"ZW","421.5","416","407.5","430","433","441.5"
"TN","134.3125","134.140625","133.734375","134.71875","134.953125","135.359375"
"6S","100.13","100.04","99.8","100.37","100.52","100.76"
"NQ","6313.75","6286","6242.5","6357.25","6373","6416.5"
"NIY","22815","22685","22475","23025","23105","23315"
"YM","23449","23406","23335","23520","23548","23619"
"FGBL","163.2","163.01","162.61","163.6","163.81","164.21"
"FGBX","166.48","166.02","165.06","167.44","167.94","168.9"
"FDAX","13350","13311","13240","13421","13453","13524"
"FBTP","140.37","140.08","139.39","141.06","141.46","142.15"
"FOAT","158.29","158.13","157.78","158.64","158.83","159.18"
"FESX","3636","3623","3597","3662","3675","3701"
"R","125.44","125.21","124.77","125.88","126.09","126.53"
"Z","7472.5","7447.5","7405","7515","7532.5","7575"
