"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2660.5","2630.5","2583","2708","2725.5","2773"
"6E","1.22875","1.22335","1.215","1.2371","1.24005","1.2484"
"6B","137.64","137.34","136.76","138.22","138.5","139.08"
"6J","94.3","93.775","92.86","95.215","95.605","96.52"
"6A","77.38","77.21","76.87","77.72","77.89","78.23"
"6C","77.32","77.095","76.525","77.89","78.235","78.805"
"NG","2.68","2.666","2.631","2.715","2.736","2.771"
"CL","60.43","59.61","58.23","61.81","62.37","63.75"
"RB","186.84","183.53","178.01","192.36","194.57","200.09"
"SI","16.38","16.295","16.11","16.565","16.665","16.85"
"HG","310.8","309.1","305.6","314.3","316.1","319.6"
"GC","1317.6","1311.9","1301.8","1327.7","1332.1","1342.2"
"ZT","106.25","106.1875","106.0625","106.375","106.4375","106.5625"
"ZF","113.9453125","113.796875","113.4296875","114.3125","114.53125","114.8984375"
"ZN","119.9375","119.703125","119.09375","120.546875","120.921875","121.53125"
"ZB","142.84375","142.28125","140.84375","144.28125","145.15625","146.59375"
"UB","155.03125","154.21875","152.21875","157.03125","158.21875","160.21875"
"ZC","383.25","381.5","377.5","387.25","389.5","393.5"
"ZS","1062.5","1054.25","1036.25","1080.5","1090.25","1108.25"
"ZW","489.25","478.75","453.75","514.25","528.75","553.75"
"TN","127.90625","127.5625","126.71875","128.75","129.25","130.09375"
"6S","106.32","105.79","104.83","107.28","107.71","108.67"
"NQ","6696","6587.25","6415.25","6868","6931.25","7103.25"
"NIY","20795","20470","19910","21355","21590","22150"
"YM","24272","24010","23550","24732","24930","25390"
"FGBL","156.81","156.54","155.92","157.43","157.78","158.4"
"FGBX","160.12","159.58","158.34","161.36","162.06","163.3"
"FDAX","11835","11751.5","11538.5","12048","12177.5","12390.5"
"FBTP","135.03","134.56","133.54","136.05","136.6","137.62"
"FOAT","151.6","151.35","150.83","152.12","152.39","152.91"
"FESX","3300","3276","3215","3361","3398","3459"
"R","121.36","121.11","120.54","121.93","122.25","122.82"
"Z","7032","6994","6897.5","7128.5","7187","7283.5"
