"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2885.5","2872.5","2846.5","2911.5","2924.5","2950.5"
"6E","1.1545","1.1499","1.14115","1.16325","1.1674","1.17615"
"6B","128.27","127.92","127.31","128.88","129.14","129.75"
"6J","89.595","89.41","88.905","90.1","90.42","90.925"
"6A","71.47","71.15","70.4","72.22","72.65","73.4"
"6C","75.615","75.33","74.65","76.295","76.69","77.37"
"NG","2.8","2.777","2.719","2.858","2.893","2.951"
"CL","68.85","67.82","65.53","71.14","72.4","74.69"
"RB","196.2","192.99","184.76","204.43","209.45","217.68"
"SI","13.97","13.755","13.255","14.47","14.755","15.255"
"HG","256.7","253.15","244.75","265.1","269.95","278.35"
"GC","1193.8","1188.5","1176.4","1205.9","1212.7","1224.8"
"ZT","105.59375","105.578125","105.515625","105.65625","105.703125","105.765625"
"ZF","113.1328125","113.0625","112.859375","113.3359375","113.46875","113.671875"
"ZN","119.796875","119.65625","119.28125","120.171875","120.40625","120.78125"
"ZB","142.78125","142.40625","141.375","143.8125","144.46875","145.5"
"UB","157.1875","156.71875","155.34375","158.5625","159.46875","160.84375"
"ZC","363.5","358.5","351","371","373.5","381"
"ZS","837","829.75","815.5","851.25","858.25","872.5"
"ZW","519.25","507.25","482.75","543.75","556.25","580.75"
"TN","127.28125","127.078125","126.5","127.859375","128.234375","128.8125"
"6S","102.36","102.02","101.2","103.18","103.66","104.48"
"NQ","7587.75","7537","7434.25","7690.5","7742.5","7845.25"
"NIY","22610","22510","22320","22800","22890","23080"
"YM","25849","25712","25466","26095","26204","26450"
"FGBL","160.21","160.06","159.68","160.59","160.82","161.2"
"FGBX","175.92","175.6","174.76","176.76","177.28","178.12"
"FDAX","12112.5","12020","11786.5","12346","12487","12720.5"
"FBTP","121.86","120.95","119.46","123.35","123.93","125.42"
"FOAT","152.3","152.16","151.9","152.56","152.68","152.94"
"FESX","3332","3306","3243","3395","3432","3495"
"R","122.24","122.08","121.67","122.65","122.9","123.31"
"Z","7413.5","7374","7277.5","7510","7567","7663.5"
