"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2489.5","2484.5","2476.25","2497.75","2501","2509.25"
"6E","1.19225","1.1873","1.17955","1.2","1.2028","1.21055"
"6B","132.88","131.41","129.17","135.12","135.89","138.13"
"6J","90.465","90.105","89.4","91.17","91.515","92.22"
"6A","79.5","79.22","78.66","80.06","80.34","80.9"
"6C","81.795","81.51","80.98","82.325","82.57","83.1"
"NG","3.037","3.005","2.94","3.102","3.135","3.2"
"CL","49.2","48.52","47.21","50.51","51.14","52.45"
"RB","161.63","160.38","157.16","164.85","166.82","170.04"
"SI","17.695","17.6","17.425","17.87","17.95","18.125"
"HG","293.3","290.9","285.7","298.5","301.3","306.5"
"GC","1321.7","1314","1300.1","1335.6","1341.8","1355.7"
"ZT","108.03125","107.984375","107.890625","108.125","108.171875","108.265625"
"ZF","118.0078125","117.890625","117.6484375","118.25","118.375","118.6171875"
"ZN","126.21875","126.03125","125.6875","126.5625","126.71875","127.0625"
"ZB","154.5","154.03125","153.1875","155.34375","155.71875","156.5625"
"UB","166.71875","166","164.6875","168.03125","168.625","169.9375"
"ZC","352.25","350.25","346.5","356","357.75","361.5"
"ZS","965.25","954.25","937","982.5","988.75","1006"
"ZW","440","436.75","428.5","448.25","453.25","461.5"
"TN","135.5","135.234375","134.765625","135.96875","136.171875","136.640625"
"6S","103.91","103.46","102.73","104.64","104.92","105.65"
"NQ","5957.5","5944","5905","5996.5","6022","6061"
"NIY","19670","19600","19480","19790","19840","19960"
"YM","22105","22039","21938","22206","22241","22342"
"FGBL","161.33","161.11","160.57","161.87","162.19","162.73"
"FGBX","163.52","163.06","162","164.58","165.18","166.24"
"FDAX","12504","12471","12419.5","12555.5","12574","12625.5"
"FBTP","135.27","135.07","134.59","135.75","136.03","136.51"
"FOAT","155.51","155.31","154.87","155.95","156.19","156.63"
"FESX","3503","3491","3473","3521","3527","3545"
"R","124.71","124.15","122.82","126.04","126.81","128.14"
"Z","7262","7223","7119.5","7365.5","7430","7533.5"
