"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2812.25","2789.5","2754","2847.75","2860.5","2896"
"6E","1.2269","1.2238","1.21875","1.23195","1.2339","1.23895"
"6B","139.21","138.36","137.04","140.53","141","142.32"
"6J","90.125","89.895","89.375","90.645","90.935","91.455"
"6A","79.84","79.57","79.1","80.31","80.51","80.98"
"6C","80.12","79.895","79.5","80.515","80.685","81.08"
"NG","3.158","3.092","2.971","3.279","3.334","3.455"
"CL","63.05","62.53","61.48","64.1","64.63","65.68"
"RB","186.48","184.95","182.26","189.17","190.33","193.02"
"SI","16.925","16.865","16.72","17.07","17.155","17.3"
"HG","318","316.2","312.5","321.7","323.6","327.3"
"GC","1328.5","1325.1","1318.4","1335.2","1338.5","1345.2"
"ZT","106.703125","106.6875","106.65625","106.734375","106.75","106.78125"
"ZF","114.96875","114.90625","114.75","115.125","115.21875","115.375"
"ZN","121.984375","121.875","121.59375","122.265625","122.4375","122.71875"
"ZB","148.28125","147.90625","147.0625","149.125","149.59375","150.4375"
"UB","161.625","161.0625","159.84375","162.84375","163.5","164.71875"
"ZC","350.75","349.5","346.5","353.75","355.5","358.5"
"ZS","978.25","972","961.5","988.75","993","1003.5"
"ZW","423.5","421.5","417.75","427.25","429","432.75"
"TN","130.625","130.453125","130.03125","131.046875","131.296875","131.71875"
"6S","104.11","103.88","103.38","104.61","104.88","105.38"
"NQ","6857","6782.75","6666.75","6973","7014.75","7130.75"
"NIY","23765","23580","23300","24045","24140","24420"
"YM","26023","25850","25578","26295","26394","26666"
"FGBL","160.5","160.25","159.85","160.9","161.05","161.45"
"FGBX","161.92","161.24","160.14","163.02","163.44","164.54"
"FDAX","13397","13347.5","13240.5","13504","13561.5","13668.5"
"FBTP","136.76","136.37","135.7","137.43","137.71","138.38"
"FOAT","154.36","154.1","153.68","154.78","154.94","155.36"
"FESX","3636","3619","3586","3669","3685","3718"
"R","123.28","123.12","122.77","123.63","123.82","124.17"
"Z","7639","7625.5","7589.5","7675","7697.5","7733.5"
