"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2581.25","2575.5","2563.75","2593","2599","2610.75"
"6E","1.1582","1.15525","1.14945","1.164","1.16685","1.17265"
"6B","131.41","131","130.34","132.07","132.32","132.98"
"6J","87.69","87.41","86.935","88.165","88.36","88.835"
"6A","76.11","75.82","75.11","76.82","77.24","77.95"
"6C","77.955","77.66","76.995","78.62","78.99","79.655"
"NG","3.103","3.054","2.97","3.187","3.222","3.306"
"CL","56.83","56.45","55.66","57.62","58.03","58.82"
"RB","180.1","178.67","175.59","183.18","184.83","187.91"
"SI","16.83","16.72","16.41","17.14","17.34","17.65"
"HG","305.95","303.05","294.9","314.1","319.35","327.5"
"GC","1271.6","1267.4","1257.7","1281.3","1286.8","1296.5"
"ZT","107.625","107.625","107.625","107.625","107.625","107.625"
"ZF","117.203125","117.125","116.9921875","117.3359375","117.390625","117.5234375"
"ZN","125.265625","125.09375","124.828125","125.53125","125.625","125.890625"
"ZB","154.15625","153.625","152.8125","154.96875","155.25","156.0625"
"UB","167.03125","166.1875","164.875","168.34375","168.8125","170.125"
"ZC","346.75","345.75","344.25","348.25","348.75","350.25"
"ZS","992.25","988.25","981.25","999.25","1002.25","1009.25"
"ZW","424","420.75","414","430.75","434.25","441"
"TN","134.5","134.25","133.859375","134.890625","135.03125","135.421875"
"6S","100.07","99.85","99.41","100.51","100.73","101.17"
"NQ","6300.25","6284.25","6253","6331.5","6346.75","6378"
"NIY","22595","22325","21855","23065","23265","23735"
"YM","23419","23350","23213","23556","23624","23761"
"FGBL","163.02","162.77","162.34","163.45","163.63","164.06"
"FGBX","165.98","165.48","164.5","166.96","167.44","168.42"
"FDAX","13307.5","13226.5","13035","13499","13609.5","13801"
"FBTP","140.32","139.63","138.55","141.4","141.79","142.87"
"FOAT","157.96","157.48","156.72","158.72","159","159.76"
"FESX","3636","3616","3568","3684","3712","3760"
"R","125.07","124.75","124.22","125.6","125.81","126.34"
"Z","7450","7411.5","7318.5","7543","7597.5","7690.5"
