"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2675","2654.25","2621.25","2708","2720.25","2753.25"
"6E","1.1857","1.182","1.1748","1.1929","1.1964","1.2036"
"6B","135.25","134.71","133.67","136.29","136.79","137.83"
"6J","91.12","90.855","90.17","91.805","92.225","92.91"
"6A","74.29","73.93","73.36","74.86","75.07","75.64"
"6C","77.36","76.795","75.9","78.255","78.585","79.48"
"NG","2.722","2.707","2.674","2.755","2.773","2.806"
"CL","70.21","69.29","67.8","71.7","72.27","73.76"
"RB","213.91","211.08","206.66","218.33","219.92","224.34"
"SI","16.395","16.255","15.99","16.66","16.785","17.05"
"HG","304.3","302.8","300.1","307","308.2","310.9"
"GC","1305.9","1298.7","1285.7","1318.9","1324.7","1337.7"
"ZT","105.921875","105.90625","105.859375","105.96875","106","106.046875"
"ZF","113.2265625","113.171875","113.0390625","113.359375","113.4375","113.5703125"
"ZN","119.15625","119.046875","118.78125","119.421875","119.578125","119.84375"
"ZB","142.3125","142","141.21875","143.09375","143.5625","144.34375"
"UB","155.21875","154.78125","153.8125","156.1875","156.71875","157.6875"
"ZC","401.5","400.5","398","404","405.5","408"
"ZS","1010.5","1005","993.25","1022.25","1028.5","1040.25"
"ZW","506","501.75","493","514.75","519.25","528"
"TN","127.03125","126.859375","126.4375","127.453125","127.703125","128.125"
"6S","99.61","99.42","98.92","100.11","100.42","100.92"
"NQ","6837.5","6779","6689.5","6927","6958","7047.5"
"NIY","22400","22315","22185","22530","22575","22705"
"YM","24332","24163","23890","24605","24709","24982"
"FGBL","158.62","158.39","158.03","158.98","159.11","159.47"
"FGBX","162.92","162.46","161.66","163.72","164.06","164.86"
"FDAX","12903","12849","12745.5","13006.5","13056","13159.5"
"FBTP","137.57","137.22","136.47","138.32","138.72","139.47"
"FOAT","153.53","153.3","152.94","153.89","154.02","154.38"
"FESX","3512","3501","3479","3534","3545","3567"
"R","121.71","121.52","121.17","122.06","122.22","122.57"
"Z","7532.5","7454","7311","7675.5","7740","7883"
