"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2782","2765.25","2739.5","2807.75","2816.75","2842.5"
"6E","1.1704","1.1682","1.1637","1.1749","1.1772","1.1817"
"6B","132.18","131.9","131.33","132.75","133.04","133.61"
"6J","89.05","88.825","88.27","89.605","89.935","90.49"
"6A","73.7","73.37","72.8","74.27","74.51","75.08"
"6C","75.79","75.58","75.205","76.165","76.33","76.705"
"NG","2.782","2.768","2.732","2.818","2.84","2.876"
"CL","69.36","68.38","66.5","71.24","72.14","74.02"
"RB","204.85","202.52","198.19","209.18","211.18","215.51"
"SI","15.83","15.685","15.445","16.07","16.165","16.405"
"HG","274.35","270.95","265.25","280.05","282.35","288.05"
"GC","1242.6","1238.6","1231.6","1249.6","1252.6","1259.6"
"ZT","105.765625","105.75","105.703125","105.8125","105.84375","105.890625"
"ZF","113.40625","113.328125","113.1796875","113.5546875","113.625","113.7734375"
"ZN","120.046875","119.921875","119.703125","120.265625","120.359375","120.578125"
"ZB","145.03125","144.8125","144.40625","145.4375","145.625","146.03125"
"UB","160.125","159.78125","159.21875","160.6875","160.90625","161.46875"
"ZC","352","345","332.5","364.5","370","382.5"
"ZS","840.25","831.25","814.25","857.25","865.25","882.25"
"ZW","475.5","466.5","451.25","490.75","497","512.25"
"TN","128.078125","127.921875","127.65625","128.34375","128.453125","128.71875"
"6S","100.02","99.74","98.95","100.81","101.32","102.11"
"NQ","7293.75","7205","7070.5","7428.25","7474","7608.5"
"NIY","22075","21830","21460","22445","22570","22940"
"YM","24746","24599","24364","24981","25069","25304"
"FGBL","162.55","162.32","161.96","162.91","163.04","163.4"
"FGBX","177.58","177.02","176.12","178.48","178.82","179.72"
"FDAX","12417.5","12357","12254.5","12520","12562","12664.5"
"FBTP","127.34","126.82","125.91","128.25","128.64","129.55"
"FOAT","154.7","154.49","154.16","155.03","155.15","155.48"
"FESX","3418","3397","3363","3452","3465","3499"
"R","122.96","122.78","122.49","123.25","123.36","123.65"
"Z","7542.5","7492","7407.5","7627","7661","7745.5"
