"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2718.25","2710.75","2692","2737","2748.25","2767"
"6E","1.177","1.174","1.16705","1.18395","1.1879","1.19485"
"6B","134.14","133.85","133.14","134.85","135.27","135.98"
"6J","90.085","89.94","89.64","90.385","90.54","90.84"
"6A","75.61","75.45","75.07","75.99","76.21","76.59"
"6C","77.915","77.73","77.245","78.4","78.7","79.185"
"NG","2.844","2.78","2.68","2.944","2.98","3.08"
"CL","71.78","71.37","70.42","72.73","73.27","74.22"
"RB","224.94","223.52","220.6","227.86","229.36","232.28"
"SI","16.465","16.355","16.135","16.685","16.795","17.015"
"HG","309.8","306.35","300.45","315.7","318.15","324.05"
"GC","1287.9","1283.8","1276","1295.7","1299.4","1307.2"
"ZT","105.875","105.859375","105.828125","105.90625","105.921875","105.953125"
"ZF","113","112.9296875","112.8125","113.1171875","113.1640625","113.28125"
"ZN","118.75","118.625","118.40625","118.96875","119.0625","119.28125"
"ZB","141.03125","140.78125","140.28125","141.53125","141.78125","142.28125"
"UB","153.78125","153.40625","152.59375","154.59375","155.03125","155.84375"
"ZC","401.75","398.5","392.75","407.5","410","415.75"
"ZS","1022.25","1013.75","998.75","1037.25","1043.75","1058.75"
"ZW","507","492.75","467","532.75","544.25","570"
"TN","126.3125","126.140625","125.8125","126.640625","126.796875","127.125"
"6S","100.49","100.05","99.34","101.2","101.47","102.18"
"NQ","6883.5","6857.75","6797.75","6943.5","6977.75","7037.75"
"NIY","22890","22845","22735","23000","23065","23175"
"YM","24749","24652","24397","25004","25162","25417"
"FGBL","158.62","158.34","157.66","159.3","159.7","160.38"
"FGBX","162.68","162.2","160.86","164.02","164.88","166.22"
"FDAX","13101.5","13008.5","12864.5","13245.5","13296.5","13440.5"
"FBTP","132.16","131.68","130.72","133.12","133.6","134.56"
"FOAT","153.14","153","152.61","153.53","153.78","154.17"
"FESX","3559","3543","3520","3582","3589","3612"
"R","121.22","121.03","120.58","121.67","121.93","122.38"
"Z","7843","7806.5","7749","7900.5","7921.5","7979"
