"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2563.75","2549.25","2526.5","2586.5","2594.75","2617.5"
"6E","1.15945","1.15605","1.1481","1.1674","1.17195","1.1799"
"6B","130.97","130.53","129.72","131.78","132.15","132.96"
"6J","87.715","87.36","86.775","88.3","88.53","89.115"
"6A","76.31","76","75.48","76.83","77.04","77.56"
"6C","77.51","77.16","76.52","78.15","78.44","79.08"
"NG","2.923","2.882","2.776","3.029","3.094","3.2"
"CL","52.72","51.54","49.63","54.63","55.36","57.27"
"RB","169.4","167.07","163.3","173.17","174.61","178.38"
"SI","16.62","16.49","16.24","16.87","16.99","17.24"
"HG","306","301.7","291.45","316.25","322.2","332.45"
"GC","1265.9","1259.9","1249.4","1276.4","1280.9","1291.4"
"ZT","107.625","107.578125","107.5","107.703125","107.734375","107.8125"
"ZF","116.859375","116.6796875","116.3828125","117.15625","117.2734375","117.5703125"
"ZN","124.296875","123.984375","123.453125","124.828125","125.046875","125.578125"
"ZB","150.46875","149.78125","148.5625","151.6875","152.21875","153.4375"
"UB","161.96875","160.96875","159.25","163.6875","164.40625","166.125"
"ZC","347.25","346","343.25","350","351.5","354.25"
"ZS","982.75","979","973","988.75","991","997"
"ZW","424.25","421","414","431.25","435","442"
"TN","132.875","132.421875","131.640625","133.65625","133.984375","134.765625"
"6S","100.1","99.75","99.15","100.7","100.95","101.55"
"NQ","6121.75","6028.25","5883.75","6266.25","6317.25","6461.75"
"NIY","21870","21695","21395","22170","22295","22595"
"YM","23316","23261","23163","23414","23457","23555"
"FGBL","161.86","161.34","160.52","162.68","162.98","163.8"
"FGBX","163.28","162.3","160.74","164.84","165.42","166.98"
"FDAX","13184.5","13149.5","13087","13247","13274.5","13337"
"FBTP","137.72","137.4","136.78","138.34","138.64","139.26"
"FOAT","156.42","155.94","155.19","157.17","157.44","158.19"
"FESX","3637","3626","3602","3661","3674","3698"
"R","123.69","123.28","122.61","124.36","124.62","125.29"
"Z","7459","7439","7403.5","7494.5","7510","7545.5"
