"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2586.5","2559.5","2517.25","2628.75","2644","2686.25"
"6E","1.2304","1.2273","1.21935","1.23835","1.2432","1.25115"
"6B","140.66","140.33","139.68","141.31","141.63","142.28"
"6J","93.97","93.67","92.835","94.805","95.34","96.175"
"6A","76.54","76.27","75.74","77.07","77.33","77.86"
"6C","77.66","77.14","76.28","78.52","78.86","79.72"
"NG","2.676","2.655","2.619","2.712","2.727","2.763"
"CL","63.01","62.52","61.67","63.86","64.22","65.07"
"RB","196.16","194.9","191.88","199.18","200.94","203.96"
"SI","16.29","16.185","15.925","16.55","16.705","16.965"
"HG","304.55","302.75","299.85","307.45","308.55","311.45"
"GC","1331.3","1325.4","1312","1344.7","1352.2","1365.6"
"ZT","106.25","106.21875","106.125","106.34375","106.40625","106.5"
"ZF","114.203125","114.1015625","113.8203125","114.484375","114.6640625","114.9453125"
"ZN","120.6875","120.515625","120.0625","121.140625","121.421875","121.875"
"ZB","145.4375","145","143.84375","146.59375","147.3125","148.46875"
"UB","158.53125","157.875","156.125","160.28125","161.375","163.125"
"ZC","386.25","384","379","391.25","394","399"
"ZS","1033.25","1028.25","1015.75","1045.75","1053.25","1065.75"
"ZW","448.75","440","424","464.75","472","488"
"TN","129.1875","128.953125","128.3125","129.828125","130.234375","130.875"
"6S","104.65","104.4","103.71","105.34","105.78","106.47"
"NQ","6385","6301","6163.5","6522.5","6576","6713.5"
"NIY","21175","20855","20365","21665","21835","22325"
"YM","23687","23389","22933","24143","24301","24757"
"FGBL","159.05","158.81","158.3","159.56","159.83","160.34"
"FGBX","164.72","164.1","162.96","165.86","166.38","167.52"
"FDAX","11933.5","11849","11696","12086.5","12155","12308"
"FBTP","138.45","138.19","137.66","138.98","139.25","139.78"
"FOAT","154.14","153.87","153.29","154.72","155.03","155.61"
"FESX","3242","3220","3181","3281","3298","3337"
"R","122.63","122.47","122.13","122.97","123.15","123.49"
"Z","6903","6852","6762","6993","7032","7122"
