"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2804.5","2791.75","2767.5","2828.75","2840.25","2864.5"
"6E","1.17165","1.16955","1.164","1.1772","1.18065","1.1862"
"6B","131.15","130.8","130.04","131.91","132.32","133.08"
"6J","89.36","89.025","88.12","90.265","90.835","91.74"
"6A","74.15","73.92","73.56","74.51","74.64","75"
"6C","76.625","76.255","75.675","77.205","77.415","77.995"
"NG","2.759","2.737","2.68","2.816","2.851","2.908"
"CL","67.93","67.1","65.13","69.9","71.04","73.01"
"RB","205.95","203.86","198.93","210.88","213.72","218.65"
"SI","15.425","15.295","15.065","15.655","15.755","15.985"
"HG","278.85","274.55","267.7","285.7","288.25","295.1"
"GC","1226.1","1218.5","1205.5","1239.1","1244.5","1257.5"
"ZT","105.65625","105.625","105.5625","105.71875","105.75","105.8125"
"ZF","113.0625","113","112.84375","113.21875","113.3125","113.46875"
"ZN","119.296875","119.171875","118.875","119.59375","119.765625","120.0625"
"ZB","142.53125","142.09375","141.1875","143.4375","143.90625","144.8125"
"UB","156.21875","155.5625","154.25","157.53125","158.1875","159.5"
"ZC","381.75","377","369","389.75","393","401"
"ZS","898.75","878.5","847.5","929.75","940.5","971.5"
"ZW","542.25","530.75","509.25","563.75","573.75","595.25"
"TN","126.90625","126.6875","126.21875","127.375","127.625","128.09375"
"6S","101.26","101.11","100.73","101.64","101.87","102.25"
"NQ","7193.5","7142","7038.5","7297","7349","7452.5"
"NIY","22405","22190","21835","22760","22900","23255"
"YM","25284","25173","24963","25494","25593","25803"
"FGBL","161.33","161.07","160.46","161.94","162.29","162.9"
"FGBX","174.86","174.1","172.58","176.38","177.14","178.66"
"FDAX","12749","12683.5","12569","12863.5","12912.5","13027"
"FBTP","126.85","126.39","125.62","127.62","127.93","128.7"
"FOAT","153.49","153.24","152.7","154.03","154.32","154.86"
"FESX","3508","3492","3464","3536","3548","3576"
"R","122.53","122.38","122.07","122.84","123","123.31"
"Z","7642","7581","7480.5","7742.5","7782","7882.5"
