"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2662.25","2642.25","2612","2692.5","2702.75","2733"
"6E","1.1822","1.1799","1.17375","1.18835","1.1922","1.19835"
"6B","133.32","132.8","131.43","134.69","135.54","136.91"
"6J","89.125","88.915","88.385","89.655","89.975","90.505"
"6A","76.22","76","75.44","76.78","77.12","77.68"
"6C","77.46","77.13","76.215","78.375","78.96","79.875"
"NG","2.554","2.495","2.348","2.701","2.789","2.936"
"CL","57.05","56.81","56.37","57.49","57.69","58.13"
"RB","166.15","165.04","161.87","169.32","171.38","174.55"
"SI","15.945","15.83","15.63","16.145","16.23","16.43"
"HG","308.55","303.6","295.95","316.2","318.9","326.55"
"GC","1253.8","1250","1240.9","1262.9","1268.2","1277.3"
"ZT","107.078125","107.03125","106.953125","107.15625","107.1875","107.265625"
"ZF","116.2265625","116.125","115.9296875","116.421875","116.515625","116.7109375"
"ZN","124.25","124.09375","123.796875","124.546875","124.6875","124.984375"
"ZB","153.8125","153.375","152.625","154.5625","154.875","155.625"
"UB","168.34375","167.5625","166.25","169.65625","170.1875","171.5"
"ZC","346","344.25","340.25","350","352.25","356.25"
"ZS","963.5","959.75","951.75","971.5","975.75","983.75"
"ZW","415.25","412.5","406.75","421","424","429.75"
"TN","133.90625","133.671875","133.28125","134.296875","134.453125","134.84375"
"6S","101.52","101.23","100.64","102.11","102.41","103"
"NQ","6432.25","6366","6265","6533.25","6568","6669"
"NIY","22515","22345","22080","22780","22875","23140"
"YM","24578","24478","24316","24740","24802","24964"
"FGBL","163.33","163.2","162.9","163.63","163.8","164.1"
"FGBX","167.78","167.1","165.84","169.04","169.62","170.88"
"FDAX","13024.5","12949.5","12820","13154","13208.5","13338"
"FBTP","138.08","137.77","136.98","138.87","139.35","140.14"
"FOAT","157.2","157.04","156.68","157.56","157.76","158.12"
"FESX","3534","3517","3487","3564","3577","3607"
"R","125.29","125.11","124.74","125.66","125.85","126.22"
"Z","7387","7346.5","7277.5","7456","7484.5","7553.5"
