"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2543","2537.75","2527.5","2553.25","2558.25","2568.5"
"6E","1.17975","1.1747","1.1661","1.18835","1.1919","1.2005"
"6B","131.73","131.2","130.29","132.64","133.02","133.93"
"6J","88.92","88.585","87.93","89.575","89.895","90.55"
"6A","77.49","77.23","76.77","77.95","78.15","78.61"
"6C","79.725","79.48","79.035","80.17","80.37","80.815"
"NG","2.853","2.814","2.755","2.912","2.932","2.991"
"CL","49.95","48.98","47.46","51.47","52.02","53.54"
"RB","156.53","153.9","149.75","160.68","162.2","166.35"
"SI","17.025","16.84","16.535","17.33","17.45","17.755"
"HG","303.55","301.1","297","307.65","309.3","313.4"
"GC","1286.7","1279.7","1267.8","1298.6","1303.5","1315.4"
"ZT","107.765625","107.734375","107.6875","107.8125","107.828125","107.875"
"ZF","117.3046875","117.1953125","116.9921875","117.5078125","117.6015625","117.8046875"
"ZN","125.046875","124.828125","124.421875","125.453125","125.640625","126.046875"
"ZB","151.90625","151.28125","150.09375","153.09375","153.65625","154.84375"
"UB","163.71875","162.90625","161.28125","165.34375","166.15625","167.78125"
"ZC","348","346.75","344","350.75","352.25","355"
"ZS","962","958","947.5","972.5","979","989.5"
"ZW","433.25","431","425.75","438.5","441.5","446.75"
"TN","133.875","133.5625","132.96875","134.46875","134.75","135.34375"
"6S","102.59","102.2","101.53","103.26","103.54","104.21"
"NQ","6041.5","6017.75","5971.5","6087.75","6110.25","6156.5"
"NIY","20705","20590","20410","20885","20950","21130"
"YM","22730","22676","22590","22816","22848","22934"
"FGBL","161.21","160.94","160.47","161.68","161.88","162.35"
"FGBX","163.4","162.82","161.84","164.38","164.78","165.76"
"FDAX","12905.5","12870.5","12802.5","12973.5","13006.5","13074.5"
"FBTP","134.63","134.38","133.88","135.13","135.38","135.88"
"FOAT","155.37","155.1","154.62","155.85","156.06","156.54"
"FESX","3577","3566","3541","3602","3616","3641"
"R","123.65","123.38","122.95","124.08","124.24","124.67"
"Z","7467","7435.5","7383","7519.5","7540.5","7593"
