"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2711","2700.75","2674","2737.75","2754.25","2781"
"6E","1.16565","1.1576","1.1446","1.17865","1.1836","1.1966"
"6B","131.48","130.59","129.15","132.92","133.47","134.91"
"6J","90.51","90.34","89.89","90.96","91.24","91.69"
"6A","73.54","73.09","72.36","74.27","74.55","75.28"
"6C","75.665","75.175","74.395","76.445","76.735","77.515"
"NG","2.905","2.887","2.845","2.947","2.971","3.013"
"CL","73.25","72.34","70.84","74.75","75.34","76.84"
"RB","210.95","206.78","200.23","217.5","219.88","226.43"
"SI","16.065","15.935","15.735","16.265","16.335","16.535"
"HG","295.05","293.5","289.65","298.9","301.2","305.05"
"GC","1249.3","1244","1235","1258.3","1262","1271"
"ZT","105.890625","105.875","105.828125","105.9375","105.96875","106.015625"
"ZF","113.53125","113.453125","113.296875","113.6875","113.765625","113.921875"
"ZN","120.0625","119.953125","119.734375","120.28125","120.390625","120.609375"
"ZB","144.65625","144.3125","143.5625","145.40625","145.8125","146.5625"
"UB","159.03125","158.46875","157.28125","160.21875","160.84375","162.03125"
"ZC","366","360.75","350.25","376.5","381.75","392.25"
"ZS","873.25","866.75","848.5","891.5","903.25","921.5"
"ZW","487","472.5","447.25","512.25","523","548.25"
"TN","128.03125","127.84375","127.46875","128.40625","128.59375","128.96875"
"6S","101.02","100.5","99.63","101.89","102.24","103.11"
"NQ","7034.75","7003","6927.75","7110","7153.5","7228.75"
"NIY","22120","22020","21815","22325","22430","22635"
"YM","24156","24047","23770","24433","24601","24878"
"FGBL","162.06","161.56","160.77","162.85","163.14","163.93"
"FGBX","176.34","174.96","172.82","178.48","179.24","181.38"
"FDAX","12251.5","12194","12080","12365.5","12422","12536"
"FBTP","126.68","126.13","125.23","127.58","127.93","128.83"
"FOAT","154.02","153.49","152.69","154.82","155.09","155.89"
"FESX","3370","3350","3310","3410","3430","3470"
"R","122.78","122.49","121.99","123.28","123.49","123.99"
"Z","7555.5","7509","7417.5","7647","7692","7783.5"
