"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2848.75","2844","2832.5","2860.25","2867","2878.5"
"6E","1.15365","1.15","1.1407","1.16295","1.1686","1.1779"
"6B","128.28","127.91","127.05","129.14","129.63","130.49"
"6J","90.105","89.935","89.545","90.495","90.715","91.105"
"6A","73.55","73.25","72.46","74.34","74.83","75.62"
"6C","76.57","76.4","76.035","76.935","77.13","77.495"
"NG","2.938","2.922","2.897","2.963","2.972","2.997"
"CL","66.43","66.04","65.18","67.29","67.76","68.62"
"RB","198.95","197.91","195.26","201.6","203.21","205.86"
"SI","15.38","15.305","15.16","15.525","15.595","15.74"
"HG","273.8","271.05","264.3","280.55","284.55","291.3"
"GC","1217.2","1214.6","1208.2","1223.6","1227.4","1233.8"
"ZT","105.71875","105.671875","105.609375","105.78125","105.796875","105.859375"
"ZF","113.2109375","113.1171875","112.9609375","113.3671875","113.4296875","113.5859375"
"ZN","119.5625","119.390625","119.109375","119.84375","119.953125","120.234375"
"ZB","142.75","142.21875","141.3125","143.65625","144.03125","144.9375"
"UB","156.1875","155.375","153.96875","157.59375","158.1875","159.59375"
"ZC","379.75","377","371","385.75","389","395"
"ZS","898.75","893.25","880","912","919.75","933"
"ZW","560","555.5","544.25","571.25","578","589.25"
"TN","127.15625","126.90625","126.484375","127.578125","127.75","128.171875"
"6S","100.74","100.48","99.91","101.31","101.62","102.19"
"NQ","7455","7434.5","7389.25","7500.25","7525","7570.25"
"NIY","22485","22415","22280","22620","22685","22820"
"YM","25436","25380","25244","25572","25652","25788"
"FGBL","162.27","162.05","161.66","162.66","162.83","163.22"
"FGBX","176.62","175.98","174.92","177.68","178.1","179.16"
"FDAX","12590.5","12522","12404.5","12708","12757","12874.5"
"FBTP","125.08","124.62","123.8","125.9","126.26","127.08"
"FOAT","153.94","153.77","153.5","154.21","154.31","154.58"
"FESX","3480","3469","3451","3498","3505","3523"
"R","122.85","122.69","122.4","123.14","123.27","123.56"
"Z","7692.5","7661.5","7600","7754","7784.5","7846"
