"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2655.75","2646.75","2632","2670.5","2676.25","2691"
"6E","1.1842","1.18195","1.17735","1.1888","1.19115","1.19575"
"6B","133.57","133.24","132.32","134.49","135.08","136"
"6J","88.44","88.285","87.95","88.775","88.955","89.29"
"6A","75.07","74.85","74.46","75.46","75.63","76.02"
"6C","77.82","77.71","77.485","78.045","78.16","78.385"
"NG","2.799","2.77","2.717","2.852","2.876","2.929"
"CL","57.26","56.53","55.41","58.38","58.77","59.89"
"RB","171","169.35","166.4","173.95","175.25","178.2"
"SI","15.695","15.605","15.415","15.885","15.985","16.175"
"HG","297.8","294.4","289","303.2","305.2","310.6"
"GC","1241.9","1236.9","1226.2","1252.6","1258.3","1269"
"ZT","107.078125","107.0625","106.984375","107.15625","107.21875","107.296875"
"ZF","116.234375","116.15625","115.9453125","116.4453125","116.578125","116.7890625"
"ZN","124.140625","124.03125","123.734375","124.4375","124.625","124.921875"
"ZB","152.75","152.46875","151.78125","153.4375","153.84375","154.53125"
"UB","166.34375","165.90625","164.8125","167.4375","168.09375","169.1875"
"ZC","347.5","345.75","341.5","351.75","354.25","358.5"
"ZS","979.5","976.5","968.25","987.75","993","1001.25"
"ZW","410","406.5","398.75","417.75","422","429.75"
"TN","133.5","133.34375","132.921875","133.921875","134.1875","134.609375"
"6S","101.5","101.33","101","101.83","101.99","102.32"
"NQ","6374.75","6333.25","6265.5","6442.5","6468.75","6536.5"
"NIY","22790","22660","22430","23020","23120","23350"
"YM","24354","24290","24177","24467","24516","24629"
"FGBL","163.43","163.21","162.83","163.81","163.97","164.35"
"FGBX","167.54","167","166.12","168.42","168.76","169.64"
"FDAX","13084.5","13052.5","12965","13172","13227.5","13315"
"FBTP","140.18","140.04","139.76","140.46","140.6","140.88"
"FOAT","157.36","157.13","156.76","157.73","157.87","158.24"
"FESX","3558","3548","3522","3584","3600","3626"
"R","124.43","123.88","123.01","125.3","125.62","126.49"
"Z","7411","7377.5","7319","7469.5","7494.5","7553"
