"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2877.25","2866.25","2844","2899.5","2910.75","2933"
"6E","1.1577","1.15205","1.1431","1.16665","1.16995","1.1789"
"6B","128.01","126.99","125.04","129.96","130.89","132.84"
"6J","89.58","89.42","89.135","89.865","89.99","90.275"
"6A","71.5","71.16","70.49","72.17","72.5","73.17"
"6C","75.715","75.595","75.335","75.975","76.115","76.375"
"NG","2.775","2.756","2.704","2.827","2.86","2.912"
"CL","68.35","67.99","67.02","69.32","69.93","70.9"
"RB","194.8","193.11","189.02","198.89","201.29","205.38"
"SI","14.135","14.055","13.91","14.28","14.345","14.49"
"HG","259.45","257.85","254.95","262.35","263.65","266.55"
"GC","1197.2","1193.2","1186","1204.4","1207.6","1214.8"
"ZT","105.625","105.59375","105.546875","105.671875","105.6875","105.734375"
"ZF","113.1640625","113.09375","112.953125","113.3046875","113.375","113.515625"
"ZN","119.84375","119.71875","119.484375","120.078125","120.1875","120.421875"
"ZB","142.84375","142.5625","141.9375","143.46875","143.8125","144.4375"
"UB","157.21875","156.84375","155.96875","158.09375","158.59375","159.46875"
"ZC","363","360.75","355.25","368.5","371.75","377.25"
"ZS","834","830","818.5","845.5","853","864.5"
"ZW","516","510","493","533","544","561"
"TN","127.34375","127.171875","126.828125","127.6875","127.859375","128.203125"
"6S","102.69","102.43","101.97","103.15","103.35","103.81"
"NQ","7477.75","7423.75","7288","7613.5","7695.25","7831"
"NIY","22435","22345","22115","22665","22805","23035"
"YM","25870","25768","25589","26049","26126","26305"
"FGBL","159.62","159.32","158.58","160.36","160.8","161.54"
"FGBX","174.7","174","172.34","176.36","177.32","178.98"
"FDAX","11995","11949.5","11819","12125.5","12210.5","12341"
"FBTP","123.02","122.27","120.75","124.54","125.31","126.83"
"FOAT","151.85","151.62","151.05","152.42","152.76","153.33"
"FESX","3301","3288","3250","3339","3364","3402"
"R","121.7","121.41","120.69","122.42","122.85","123.57"
"Z","7338","7294","7193","7439","7496","7597"
