"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2865.25","2856","2837.25","2884","2893.5","2912.25"
"6E","1.1534","1.14965","1.13985","1.1632","1.16925","1.17905"
"6B","128.85","128.43","127.3","129.98","130.69","131.82"
"6J","89.8","89.53","88.85","90.48","90.89","91.57"
"6A","70.72","70.34","69.32","71.74","72.38","73.4"
"6C","75.75","75.57","75.13","76.19","76.45","76.89"
"NG","2.763","2.749","2.725","2.787","2.797","2.821"
"CL","67.05","66.36","65.16","68.25","68.76","69.96"
"RB","194.43","191.85","187.59","198.69","200.37","204.63"
"SI","14.085","14.005","13.825","14.265","14.365","14.545"
"HG","259.5","256.75","251.15","265.1","267.95","273.55"
"GC","1196.9","1193.3","1183.7","1206.5","1212.5","1222.1"
"ZT","105.46875","105.421875","105.265625","105.625","105.734375","105.890625"
"ZF","112.828125","112.6796875","112.25","113.2578125","113.5390625","113.96875"
"ZN","119.421875","119.1875","118.546875","120.0625","120.46875","121.109375"
"ZB","142.0625","141.5625","140.21875","143.40625","144.25","145.59375"
"UB","156.125","155.5","153.78125","157.84375","158.9375","160.65625"
"ZC","364.5","361.75","357.25","369","370.75","375.25"
"ZS","837.5","830.75","819.5","848.75","853.25","864.5"
"ZW","507.75","504","496.5","515.25","519","526.5"
"TN","126.828125","126.515625","125.671875","127.671875","128.203125","129.046875"
"6S","103.02","102.78","102.16","103.64","104.02","104.64"
"NQ","7392.5","7346.25","7250.5","7488.25","7537.75","7633.5"
"NIY","22200","22060","21800","22460","22580","22840"
"YM","25852","25745","25546","26051","26143","26342"
"FGBL","159.72","159.49","158.91","160.3","160.65","161.23"
"FGBX","174.74","174.14","172.6","176.28","177.22","178.76"
"FDAX","11893.5","11839.5","11740.5","11992.5","12037.5","12136.5"
"FBTP","123.94","123.54","122.59","124.89","125.44","126.39"
"FOAT","151.96","151.77","151.32","152.41","152.67","153.12"
"FESX","3275","3259","3228","3306","3321","3352"
"R","121.93","121.76","121.35","122.34","122.58","122.99"
"Z","7226.5","7174","7066.5","7334","7389","7496.5"
