"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2795.5","2788","2774.75","2808.75","2814.5","2827.75"
"6E","1.1686","1.16405","1.1568","1.17585","1.17855","1.1858"
"6B","131.77","130.92","129.59","133.1","133.58","134.91"
"6J","89.13","88.87","88.465","89.535","89.68","90.085"
"6A","73.79","73.46","72.92","74.33","74.54","75.08"
"6C","75.855","75.65","75.315","76.19","76.32","76.655"
"NG","2.731","2.71","2.649","2.792","2.832","2.893"
"CL","70.04","69.07","67.3","71.81","72.61","74.38"
"RB","206.35","202.02","194.99","213.38","216.08","223.11"
"SI","15.7","15.585","15.315","15.97","16.125","16.395"
"HG","275.45","273.35","269.6","279.2","280.85","284.6"
"GC","1236.3","1231.3","1220.4","1247.2","1253.1","1264"
"ZT","105.8125","105.78125","105.734375","105.859375","105.875","105.921875"
"ZF","113.53125","113.421875","113.2578125","113.6953125","113.75","113.9140625"
"ZN","120.1875","120.03125","119.78125","120.4375","120.53125","120.78125"
"ZB","145.375","145.03125","144.5","145.90625","146.09375","146.625"
"UB","160.5","160.03125","159.28125","161.25","161.53125","162.28125"
"ZC","351.5","348","340.5","359","363","370.5"
"ZS","823.25","812.25","786.5","849","863.75","889.5"
"ZW","486.75","476.25","460.5","502.5","507.75","523.5"
"TN","128.25","128.03125","127.6875","128.59375","128.71875","129.0625"
"6S","99.98","99.65","99.13","100.5","100.69","101.21"
"NQ","7370.25","7347.5","7303","7414.75","7436.5","7481"
"NIY","22350","22130","21755","22725","22880","23255"
"YM","24908","24812","24658","25062","25120","25274"
"FGBL","162.69","162.41","161.88","163.22","163.47","164"
"FGBX","177.72","177.2","176.04","178.88","179.52","180.68"
"FDAX","12489.5","12446.5","12363","12573","12613.5","12697"
"FBTP","128.12","127.49","126.44","129.17","129.59","130.64"
"FOAT","154.87","154.61","154.15","155.33","155.53","155.99"
"FESX","3440","3431","3413","3458","3467","3485"
"R","123.06","122.92","122.57","123.41","123.62","123.97"
"Z","7583","7560.5","7502.5","7641","7676.5","7734.5"
