"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2730","2717.5","2698.75","2748.75","2755","2773.75"
"6E","1.207","1.20415","1.1983","1.21285","1.21585","1.2217"
"6B","135.64","135.32","134.76","136.2","136.44","137"
"6J","88.49","88.3","87.85","88.94","89.2","89.65"
"6A","78.44","78.2","77.82","78.82","78.96","79.34"
"6C","80.12","79.57","78.6","81.09","81.51","82.48"
"NG","2.734","2.673","2.536","2.871","2.947","3.084"
"CL","61.03","60.62","59.71","61.94","62.44","63.35"
"RB","177.45","176.33","173.46","180.32","182.07","184.94"
"SI","17.175","17.07","16.895","17.35","17.42","17.595"
"HG","321.15","319.3","314.3","326.15","329.3","334.3"
"GC","1316.8","1311.2","1301.7","1326.3","1330.2","1339.7"
"ZT","106.890625","106.859375","106.796875","106.953125","106.984375","107.046875"
"ZF","115.71875","115.640625","115.4296875","115.9296875","116.0625","116.2734375"
"ZN","123.390625","123.25","122.890625","123.75","123.96875","124.328125"
"ZB","151.46875","151.09375","150.15625","152.40625","152.96875","153.90625"
"UB","165.1875","164.6875","163.46875","166.40625","167.125","168.34375"
"ZC","350.5","349.75","348.25","352","352.75","354.25"
"ZS","966.75","962.75","954","975.5","980.25","989"
"ZW","427.5","424.5","418.25","433.75","437","443.25"
"TN","132.625","132.4375","131.921875","133.140625","133.46875","133.984375"
"6S","102.74","102.48","102.01","103.21","103.42","103.89"
"NQ","6622.25","6576.75","6507.75","6691.25","6714.75","6783.75"
"NIY","23595","23400","23095","23900","24010","24315"
"YM","25125","24980","24757","25348","25426","25649"
"FGBL","161.46","161.34","161.04","161.76","161.94","162.24"
"FGBX","163.3","162.88","161.82","164.36","165","166.06"
"FDAX","13205.5","13104","12936.5","13373","13439","13606.5"
"FBTP","135.73","135.28","134.47","136.54","136.9","137.71"
"FOAT","155.09","154.95","154.64","155.4","155.57","155.88"
"FESX","3567","3540","3496","3611","3628","3672"
"R","124.5","124.34","123.99","124.85","125.04","125.39"
"Z","7633","7612","7572.5","7672.5","7691","7730.5"
