"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2720","2710.5","2695","2735.5","2741.5","2757"
"6E","1.19315","1.189","1.18165","1.2005","1.2037","1.21105"
"6B","135.22","134.77","133.86","136.13","136.59","137.5"
"6J","91.515","91.33","91","91.845","91.99","92.32"
"6A","75.23","75.03","74.62","75.64","75.85","76.26"
"6C","78.08","77.91","77.475","78.515","78.78","79.215"
"NG","2.795","2.783","2.76","2.818","2.829","2.852"
"CL","70.25","69.79","68.66","71.38","72.05","73.18"
"RB","218.1","217.32","215.84","219.58","220.28","221.76"
"SI","16.66","16.575","16.39","16.845","16.945","17.13"
"HG","310.05","309","306.75","312.3","313.5","315.75"
"GC","1316.8","1312.9","1304.4","1325.3","1329.9","1338.4"
"ZT","105.921875","105.921875","105.90625","105.9375","105.953125","105.96875"
"ZF","113.25","113.2109375","113.125","113.3359375","113.3828125","113.46875"
"ZN","119.328125","119.234375","119.046875","119.515625","119.609375","119.796875"
"ZB","142.8125","142.53125","141.84375","143.5","143.90625","144.59375"
"UB","156.28125","155.875","154.9375","157.21875","157.75","158.6875"
"ZC","394.5","392.25","386.5","400.25","403.75","409.5"
"ZS","996.25","989.25","969.5","1016","1028.75","1048.5"
"ZW","495.5","492.25","484.25","503.5","508.25","516.25"
"TN","127.3125","127.171875","126.84375","127.640625","127.828125","128.15625"
"6S","99.88","99.58","98.97","100.49","100.8","101.41"
"NQ","6934","6908.25","6860.75","6981.5","7003.25","7050.75"
"NIY","22540","22375","22095","22820","22935","23215"
"YM","24720","24618","24457","24881","24940","25101"
"FGBL","158.72","158.59","158.26","159.05","159.25","159.58"
"FGBX","163.42","163.18","162.52","164.08","164.5","165.16"
"FDAX","12965","12928","12853","13040","13078","13153"
"FBTP","137.45","137.05","136.3","138.2","138.55","139.3"
"FOAT","153.73","153.62","153.36","153.99","154.14","154.4"
"FESX","3521","3512","3495","3538","3546","3563"
"R","121.95","121.81","121.45","122.31","122.53","122.89"
"Z","7680","7655.5","7618.5","7717","7729.5","7766.5"
