"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2749.75","2740.25","2721.75","2768.25","2777.25","2795.75"
"6E","1.16925","1.1647","1.15735","1.1766","1.1794","1.18675"
"6B","132.8","132.48","131.74","133.54","133.96","134.7"
"6J","91.345","91.145","90.815","91.675","91.805","92.135"
"6A","73.95","73.51","72.83","74.63","74.87","75.55"
"6C","75.05","74.68","74.085","75.645","75.87","76.465"
"NG","2.918","2.891","2.828","2.981","3.017","3.08"
"CL","66.43","64.29","60.68","70.04","71.51","75.12"
"RB","201.49","197.6","191.63","207.46","209.54","215.51"
"SI","16.35","16.245","16.075","16.52","16.585","16.755"
"HG","301.25","299.8","296.75","304.3","305.9","308.95"
"GC","1268.7","1266.6","1262.6","1272.7","1274.6","1278.6"
"ZT","105.84375","105.8125","105.765625","105.890625","105.90625","105.953125"
"ZF","113.3125","113.2265625","113.078125","113.4609375","113.5234375","113.671875"
"ZN","119.671875","119.53125","119.28125","119.921875","120.03125","120.28125"
"ZB","143.59375","143.1875","142.5625","144.21875","144.4375","145.0625"
"UB","157.34375","156.75","155.78125","158.3125","158.6875","159.65625"
"ZC","375.75","373.5","369","380.25","382.5","387"
"ZS","899.5","883","856.5","926","936","962.5"
"ZW","499","493.5","483","509.5","514.5","525"
"TN","127.421875","127.203125","126.828125","127.796875","127.953125","128.328125"
"6S","101.7","101.39","100.92","102.17","102.33","102.8"
"NQ","7191.25","7159.75","7087.5","7263.5","7304.25","7376.5"
"NIY","22375","22245","22010","22610","22715","22950"
"YM","24478","24356","24143","24691","24782","24995"
"FGBL","161.87","161.64","161.24","162.27","162.44","162.84"
"FGBX","173.8","173.22","172.26","174.76","175.14","176.1"
"FDAX","12479","12420","12306.5","12592.5","12647","12760.5"
"FBTP","126.34","125.76","124.56","127.54","128.16","129.36"
"FOAT","153.82","153.75","153.61","153.96","154.03","154.17"
"FESX","3404","3381","3342","3443","3459","3498"
"R","122.56","122.4","122.06","122.9","123.08","123.42"
"Z","7526.5","7431","7283.5","7674","7726","7873.5"
