"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2545","2531.5","2507.5","2569","2579.5","2603.5"
"6E","1.18015","1.1763","1.17005","1.1864","1.1888","1.19505"
"6B","131.74","130.74","129.16","133.32","133.9","135.48"
"6J","87.81","87.485","86.915","88.38","88.625","89.195"
"6A","76.57","76.24","75.3","77.51","78.12","79.06"
"6C","77.73","77.38","76.355","78.755","79.43","80.455"
"NG","3.055","3.028","2.951","3.132","3.182","3.259"
"CL","51.89","51.6","50.99","52.5","52.82","53.43"
"RB","166.52","164.44","160.87","170.09","171.58","175.15"
"SI","16.83","16.735","16.545","17.02","17.115","17.305"
"HG","315.35","312.35","306.9","320.8","323.25","328.7"
"GC","1273.8","1268.5","1259.6","1282.7","1286.3","1295.2"
"ZT","107.625","107.59375","107.53125","107.6875","107.71875","107.78125"
"ZF","116.8359375","116.71875","116.4921875","117.0625","117.171875","117.3984375"
"ZN","124.203125","123.96875","123.5","124.671875","124.90625","125.375"
"ZB","150.40625","149.875","148.75","151.53125","152.125","153.25"
"UB","161.625","160.90625","159.40625","163.125","163.90625","165.40625"
"ZC","349.5","347.75","343.25","354","356.75","361.25"
"ZS","983.25","980","971.75","991.5","996.5","1004.75"
"ZW","432","428.5","419.75","440.75","446","454.75"
"TN","132.75","132.40625","131.71875","133.4375","133.78125","134.46875"
"6S","101.03","100.63","99.92","101.74","102.05","102.76"
"NQ","6022.5","5980.75","5907.25","6096","6127.75","6201.25"
"NIY","21565","21415","21085","21895","22075","22405"
"YM","23200","23098","22889","23409","23516","23725"
"FGBL","160.78","160.52","160","161.3","161.56","162.08"
"FGBX","162.1","161.58","160.5","163.18","163.74","164.82"
"FDAX","12888","12836","12711.5","13012.5","13085","13209.5"
"FBTP","136.56","136.23","135.72","137.07","137.25","137.76"
"FOAT","155.36","155.11","154.62","155.85","156.09","156.58"
"FESX","3561","3541","3494","3608","3635","3682"
"R","123.05","122.59","121.53","124.11","124.71","125.77"
"Z","7375.5","7338.5","7241.5","7472.5","7532.5","7629.5"
