"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2494.25","2488.75","2480","2503","2506.25","2515"
"6E","1.19735","1.19495","1.18835","1.20395","1.20815","1.21475"
"6B","134.87","134.12","132.66","136.33","137.04","138.5"
"6J","89.22","88.85","88.14","89.93","90.27","90.98"
"6A","79.11","78.67","77.9","79.88","80.21","80.98"
"6C","80.87","80.635","80.03","81.475","81.845","82.45"
"NG","2.944","2.929","2.898","2.975","2.991","3.022"
"CL","50.4","50.13","49.68","50.85","51.03","51.48"
"RB","161.21","159.81","157.66","163.36","164.11","166.26"
"SI","16.925","16.86","16.71","17.075","17.16","17.31"
"HG","290.85","287.2","281.25","296.8","299.1","305.05"
"GC","1294.1","1290.7","1283.5","1301.3","1305.1","1312.3"
"ZT","107.875","107.859375","107.828125","107.90625","107.921875","107.953125"
"ZF","117.609375","117.515625","117.328125","117.796875","117.890625","118.078125"
"ZN","125.578125","125.421875","125.09375","125.90625","126.078125","126.40625"
"ZB","153.8125","153.5625","152.9375","154.4375","154.8125","155.4375"
"UB","166.5","166.125","165.25","167.375","167.875","168.75"
"ZC","350","346.5","340","356.5","359.5","366"
"ZS","973.25","962.5","945","990.75","997.5","1015"
"ZW","447","444.25","437.75","453.5","457.25","463.75"
"TN","134.78125","134.546875","134.078125","135.25","135.484375","135.953125"
"6S","103.47","103.3","102.88","103.89","104.14","104.56"
"NQ","5916.75","5897.5","5864.25","5950","5964","5997.25"
"NIY","20125","20045","19890","20280","20355","20510"
"YM","22261","22222","22147","22336","22372","22447"
"FGBL","160.93","160.73","160.37","161.29","161.45","161.81"
"FGBX","163.22","162.82","162.06","163.98","164.34","165.1"
"FDAX","12545","12503","12416.5","12631.5","12676","12762.5"
"FBTP","134.83","134.69","134.36","135.16","135.35","135.68"
"FOAT","155.12","154.95","154.6","155.47","155.65","156"
"FESX","3518","3508","3488","3538","3548","3568"
"R","123.62","123.43","123.02","124.03","124.25","124.66"
"Z","7211","7157","7069.5","7298.5","7332","7419.5"
