"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2708.25","2689","2660","2737.25","2747","2776"
"6E","1.1638","1.1601","1.15095","1.17295","1.1784","1.18755"
"6B","131.2","130.74","129.62","132.32","132.98","134.1"
"6J","90.48","90.31","89.95","90.84","91.03","91.39"
"6A","72.89","72.55","71.62","73.82","74.41","75.34"
"6C","75.645","75.45","74.985","76.11","76.38","76.845"
"NG","2.835","2.808","2.737","2.906","2.95","3.021"
"CL","73.15","72.37","71.03","74.49","75.05","76.39"
"RB","209.03","207.57","203.43","213.17","215.85","219.99"
"SI","15.705","15.57","15.2","16.075","16.31","16.68"
"HG","291.95","289.5","284.4","297.05","299.7","304.8"
"GC","1236.4","1231.2","1216.5","1251.1","1260.6","1275.3"
"ZT","105.84375","105.796875","105.6875","105.953125","106.015625","106.125"
"ZF","113.3984375","113.296875","113.0234375","113.671875","113.84375","114.1171875"
"ZN","119.9375","119.796875","119.421875","120.3125","120.546875","120.921875"
"ZB","144.5","144.21875","143.5","145.21875","145.65625","146.375"
"UB","158.96875","158.625","157.78125","159.8125","160.3125","161.15625"
"ZC","353.75","348.75","333.75","368.75","378.75","393.75"
"ZS","862.5","855.5","837.5","880.5","891.5","909.5"
"ZW","470","460","430.25","499.75","519.5","549.25"
"TN","127.84375","127.65625","127.140625","128.359375","128.6875","129.203125"
"6S","100.89","100.62","99.98","101.53","101.9","102.54"
"NQ","7031","6945.5","6816.25","7160.25","7204","7333.25"
"NIY","21585","21325","20715","22195","22545","23155"
"YM","24106","23925","23637","24394","24501","24789"
"FGBL","162.44","162.24","161.83","162.85","163.06","163.47"
"FGBX","177.62","177.24","176.56","178.3","178.6","179.28"
"FDAX","12137","12040","11865","12312","12390","12565"
"FBTP","126.67","125.63","124.03","128.27","128.83","130.43"
"FOAT","154.46","154.26","153.96","154.76","154.86","155.16"
"FESX","3339","3316","3274","3381","3400","3442"
"R","123.13","122.97","122.71","123.39","123.49","123.75"
"Z","7456.5","7417","7319","7554.5","7613","7711"
