"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2676","2670.5","2655.75","2690.75","2700","2714.75"
"6E","1.19145","1.1875","1.18055","1.1984","1.2014","1.20835"
"6B","134.2","133.98","133.52","134.66","134.9","135.36"
"6J","88.46","88.285","87.8","88.945","89.255","89.74"
"6A","76.52","76.37","76.09","76.8","76.93","77.21"
"6C","77.85","77.625","77.26","78.215","78.355","78.72"
"NG","2.583","2.528","2.388","2.723","2.808","2.948"
"CL","57.69","57.29","56.68","58.3","58.51","59.12"
"RB","172.19","169.91","166.36","175.74","177.01","180.56"
"SI","16.18","16.085","15.925","16.34","16.405","16.565"
"HG","315.3","311.05","303.95","322.4","325.25","332.35"
"GC","1265.7","1261.7","1255","1272.4","1275.1","1281.8"
"ZT","107.015625","107","106.953125","107.0625","107.09375","107.140625"
"ZF","115.875","115.8046875","115.6171875","116.0625","116.1796875","116.3671875"
"ZN","123.3125","123.171875","122.78125","123.703125","123.953125","124.34375"
"ZB","150.03125","149.53125","148.125","151.4375","152.34375","153.75"
"UB","162.75","161.9375","159.6875","165","166.4375","168.6875"
"ZC","348","346.5","344.25","350.25","351","353.25"
"ZS","961.5","958.75","951.5","968.75","973.25","980.5"
"ZW","418.75","414","406.5","426.25","429","436.5"
"TN","132.28125","132.0625","131.453125","132.890625","133.28125","133.890625"
"6S","101.86","101.61","101.04","102.43","102.75","103.32"
"NQ","6460","6431","6367.75","6523.25","6557.5","6620.75"
"NIY","22765","22700","22570","22895","22960","23090"
"YM","24675","24611","24445","24841","24943","25109"
"FGBL","161.4","161.07","160.21","162.26","162.79","163.65"
"FGBX","163.5","162.74","160.76","165.48","166.7","168.68"
"FDAX","12970","12888","12666","13192","13332","13554"
"FBTP","136.28","135.83","134.76","137.35","137.97","139.04"
"FOAT","155.34","154.97","154.02","156.29","156.87","157.82"
"FESX","3523","3508","3466","3565","3592","3634"
"R","124.14","123.93","123.37","124.7","125.05","125.61"
"Z","7446","7431","7394.5","7482.5","7504","7540.5"
