"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2792.75","2785","2768.5","2809.25","2818","2834.5"
"6E","1.1705","1.1636","1.1527","1.1814","1.1854","1.1963"
"6B","130.71","129.77","128.34","132.14","132.63","134.06"
"6J","89.375","88.76","87.785","90.35","90.71","91.685"
"6A","73.54","72.81","71.7","74.65","75.03","76.14"
"6C","75.59","74.955","73.96","76.585","76.945","77.94"
"NG","2.746","2.736","2.708","2.774","2.792","2.82"
"CL","67.72","67.17","66.06","68.83","69.39","70.5"
"RB","201.6","199.78","196.44","204.94","206.46","209.8"
"SI","15.35","15.15","14.845","15.655","15.76","16.065"
"HG","270.6","265.6","257.9","278.3","281","288.7"
"GC","1220.6","1210","1193.6","1237","1242.8","1259.2"
"ZT","105.78125","105.765625","105.734375","105.8125","105.828125","105.859375"
"ZF","113.40625","113.3359375","113.15625","113.5859375","113.6953125","113.875"
"ZN","119.828125","119.6875","119.28125","120.234375","120.5","120.90625"
"ZB","143.71875","143.28125","141.96875","145.03125","145.90625","147.21875"
"UB","157.59375","156.875","154.8125","159.65625","161","163.0625"
"ZC","365.25","361.75","356.25","370.75","372.75","378.25"
"ZS","858.25","852","840.75","869.5","874.5","885.75"
"ZW","506","495.75","478.75","523","529.75","546.75"
"TN","127.578125","127.34375","126.6875","128.234375","128.65625","129.3125"
"6S","100.63","100.03","99.1","101.56","101.89","102.82"
"NQ","7338.5","7316.75","7258.5","7396.75","7433.25","7491.5"
"NIY","22395","22260","21900","22755","22980","23340"
"YM","24932","24833","24647","25118","25205","25391"
"FGBL","162.2","161.87","160.96","163.11","163.69","164.6"
"FGBX","176.44","175.68","173.6","178.52","179.84","181.92"
"FDAX","12448.5","12335.5","12098.5","12685.5","12809.5","13046.5"
"FBTP","128.31","127.92","126.87","129.36","130.02","131.07"
"FOAT","154.08","153.74","152.87","154.95","155.48","156.35"
"FESX","3431","3404","3356","3479","3500","3548"
"R","123.37","123.11","122.41","124.07","124.51","125.21"
"Z","7576","7535","7460.5","7650.5","7684","7758.5"
