"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2610.25","2577.5","2521","2666.75","2690.5","2747"
"6E","1.234","1.2321","1.2271","1.239","1.2421","1.2471"
"6B","140.31","140.03","139.22","141.12","141.65","142.46"
"6J","94.09","93.75","93.175","94.665","94.9","95.475"
"6A","76.5","76.24","75.78","76.96","77.16","77.62"
"6C","77.42","77.22","76.82","77.82","78.02","78.42"
"NG","2.701","2.669","2.606","2.764","2.795","2.858"
"CL","64.34","63.75","62.72","65.37","65.81","66.84"
"RB","200.8","199.54","196.79","203.55","205.04","207.79"
"SI","16.195","16.125","15.985","16.335","16.405","16.545"
"HG","299.85","297.15","292.1","304.9","307.25","312.3"
"GC","1324.4","1321.6","1314.8","1331.2","1335.2","1342"
"ZT","106.28125","106.25","106.203125","106.328125","106.34375","106.390625"
"ZF","114.3359375","114.21875","114.0234375","114.53125","114.609375","114.8046875"
"ZN","120.890625","120.65625","120.28125","121.265625","121.40625","121.78125"
"ZB","145.90625","145.1875","144.0625","147.03125","147.4375","148.5625"
"UB","159.4375","158.375","156.75","161.0625","161.625","163.25"
"ZC","377.75","368","352.75","393","398.5","413.75"
"ZS","1022.25","999.75","964.25","1057.75","1070.75","1106.25"
"ZW","443.5","436","422.75","456.75","462.5","475.75"
"TN","129.46875","129.09375","128.5","130.0625","130.28125","130.875"
"6S","104.97","104.79","104.41","105.35","105.55","105.93"
"NQ","6478.25","6362.5","6159.75","6681","6768","6970.75"
"NIY","21100","20720","20080","21740","22000","22640"
"YM","23871","23596","23118","24349","24552","25030"
"FGBL","159.23","159.02","158.69","159.56","159.68","160.01"
"FGBX","165.02","164.68","164.06","165.64","165.92","166.54"
"FDAX","11978","11836","11600","12214","12308","12544"
"FBTP","138.26","137.73","136.92","139.07","139.35","140.16"
"FOAT","154.35","154.1","153.72","154.73","154.86","155.24"
"FESX","3251","3220","3168","3303","3324","3376"
"R","122.58","122.35","121.95","122.98","123.15","123.55"
"Z","6938","6882","6782.5","7037.5","7081","7180.5"
