"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2816","2806.25","2782.75","2839.5","2853.25","2876.75"
"6E","1.1391","1.13595","1.12935","1.1457","1.14915","1.15575"
"6B","127.44","127.18","126.61","128.01","128.32","128.89"
"6J","90.27","89.985","89.33","90.925","91.295","91.95"
"6A","72.45","72.3","71.88","72.87","73.14","73.56"
"6C","75.95","75.775","75.4","76.325","76.525","76.9"
"NG","2.905","2.88","2.835","2.95","2.97","3.015"
"CL","65.97","64.74","62.53","68.18","69.16","71.37"
"RB","198.24","195","188.73","204.51","207.54","213.81"
"SI","14.86","14.735","14.37","15.225","15.465","15.83"
"HG","271.25","269.35","265.3","275.3","277.45","281.5"
"GC","1191.5","1184.2","1162","1213.7","1228.6","1250.8"
"ZT","105.78125","105.75","105.671875","105.859375","105.90625","105.984375"
"ZF","113.5234375","113.4296875","113.2109375","113.7421875","113.8671875","114.0859375"
"ZN","120.09375","119.9375","119.59375","120.4375","120.625","120.96875"
"ZB","144","143.65625","142.9375","144.71875","145.09375","145.8125"
"UB","157.625","157.15625","156.0625","158.71875","159.34375","160.4375"
"ZC","367.25","364.25","359.25","372.25","374.25","379.25"
"ZS","856.75","845","827","874.75","881","899"
"ZW","526.25","519.25","500.75","544.75","556.25","574.75"
"TN","127.859375","127.671875","127.25","128.28125","128.515625","128.9375"
"6S","100.76","100.59","100.26","101.09","101.25","101.58"
"NQ","7372.25","7327.25","7229.25","7470.25","7523.25","7621.25"
"NIY","21855","21680","21360","22175","22320","22640"
"YM","25118","25020","24797","25341","25466","25689"
"FGBL","163.19","163.02","162.65","163.56","163.76","164.13"
"FGBX","179","178.64","177.82","179.82","180.28","181.1"
"FDAX","12328.5","12288","12218","12398.5","12428","12498"
"FBTP","122.93","122.38","121.1","124.21","124.94","126.22"
"FOAT","154.37","154.26","154","154.63","154.78","155.04"
"FESX","3399","3388","3368","3419","3428","3448"
"R","123.22","123.06","122.65","123.63","123.88","124.29"
"Z","7600","7572","7524.5","7647.5","7667","7714.5"
