"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2621.5","2614","2600.25","2635.25","2641.5","2655.25"
"6E","1.17725","1.1747","1.16805","1.1839","1.188","1.19465"
"6B","133.48","133.17","132.4","134.25","134.71","135.48"
"6J","88.84","88.595","88.11","89.325","89.565","90.05"
"6A","75.41","75.22","74.67","75.96","76.32","76.87"
"6C","77.805","77.48","76.545","78.74","79.35","80.285"
"NG","2.887","2.851","2.779","2.959","2.995","3.067"
"CL","55.38","54.81","53.15","57.04","58.13","59.79"
"RB","164.41","162.74","157.77","169.38","172.68","177.65"
"SI","15.87","15.79","15.565","16.095","16.24","16.465"
"HG","294.35","292.55","288.55","298.35","300.55","304.55"
"GC","1263.6","1261","1254.4","1270.2","1274.2","1280.8"
"ZT","107.125","107.09375","107.03125","107.1875","107.21875","107.28125"
"ZF","116.2890625","116.1484375","115.890625","116.546875","116.6640625","116.921875"
"ZN","124.359375","124.125","123.71875","124.765625","124.9375","125.34375"
"ZB","153.53125","153","151.96875","154.5625","155.0625","156.09375"
"UB","167.5625","166.875","165.46875","168.96875","169.6875","171.09375"
"ZC","350.75","348.75","344.25","355.25","357.75","362.25"
"ZS","994","985.25","966.5","1012.75","1022.75","1041.5"
"ZW","422.25","419.25","410.75","430.75","436.25","444.75"
"TN","133.859375","133.546875","132.984375","134.421875","134.671875","135.234375"
"6S","100.85","100.65","100.11","101.39","101.73","102.27"
"NQ","6248.25","6203.75","6130.5","6321.5","6350.25","6423.5"
"NIY","22020","21805","21335","22490","22745","23215"
"YM","24086","24016","23875","24227","24298","24439"
"FGBL","163.28","163.05","162.64","163.69","163.87","164.28"
"FGBX","167.48","166.92","165.94","168.46","168.88","169.86"
"FDAX","12903","12804.5","12641","13066.5","13131.5","13295"
"FBTP","139.21","138.98","138.37","139.82","140.2","140.81"
"FOAT","157.29","157.06","156.65","157.7","157.88","158.29"
"FESX","3537","3516","3480","3573","3588","3624"
"R","124.47","124.26","123.84","124.89","125.1","125.52"
"Z","7293","7240.5","7150.5","7383","7420.5","7510.5"
