"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2650.75","2626.75","2589.75","2687.75","2700.75","2737.75"
"6E","1.21095","1.20695","1.19585","1.22205","1.22915","1.24025"
"6B","139.14","138.72","137.74","140.12","140.68","141.66"
"6J","91.58","91.425","91.075","91.93","92.125","92.475"
"6A","75.39","75.24","74.85","75.78","76.02","76.41"
"6C","77.62","77.465","77.085","78","78.225","78.605"
"NG","2.812","2.786","2.745","2.853","2.868","2.909"
"CL","67.72","67.24","66.24","68.72","69.24","70.24"
"RB","209.93","208.19","205.44","212.68","213.69","216.44"
"SI","16.465","16.37","16.18","16.655","16.75","16.94"
"HG","311.1","308.4","302.9","316.6","319.4","324.9"
"GC","1313.6","1309.3","1297.9","1325","1332.1","1343.5"
"ZT","105.984375","105.96875","105.921875","106.03125","106.0625","106.109375"
"ZF","113.28125","113.1875","113.015625","113.453125","113.53125","113.703125"
"ZN","119.09375","118.875","118.515625","119.453125","119.59375","119.953125"
"ZB","141.78125","141.1875","140.1875","142.78125","143.1875","144.1875"
"UB","154.15625","153.3125","151.875","155.59375","156.1875","157.625"
"ZC","393.5","392","389.25","396.25","397.5","400.25"
"ZS","1034.75","1030","1019.5","1045.25","1051","1061.5"
"ZW","483.25","477.25","461","499.5","509.75","526"
"TN","126.90625","126.546875","125.953125","127.5","127.734375","128.328125"
"6S","101.22","100.94","100.14","102.02","102.54","103.34"
"NQ","6615","6495.5","6310","6800.5","6866.5","7052"
"NIY","22315","22195","22010","22500","22565","22750"
"YM","24102","23888","23545","24445","24574","24917"
"FGBL","157.89","157.47","156.78","158.58","158.85","159.54"
"FGBX","162.16","161.24","159.74","163.66","164.24","165.74"
"FDAX","12407.5","12304","12111.5","12600","12689","12881.5"
"FBTP","139.13","138.82","138.31","139.64","139.84","140.35"
"FOAT","153.02","152.63","151.99","153.66","153.91","154.55"
"FESX","3417","3392","3348","3461","3480","3524"
"R","121.14","120.92","120.54","121.52","121.68","122.06"
"Z","7321.5","7270.5","7180","7412","7451.5","7542"
