"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2597.25","2593","2584.75","2605.5","2609.5","2617.75"
"6E","1.18905","1.18675","1.1803","1.1955","1.19965","1.2061"
"6B","133","132.73","132.02","133.71","134.15","134.86"
"6J","89.755","89.35","88.685","90.42","90.68","91.345"
"6A","75.84","75.63","75.13","76.34","76.63","77.13"
"6C","78.165","77.955","77.39","78.73","79.085","79.65"
"NG","2.981","2.946","2.883","3.044","3.072","3.135"
"CL","57.48","56.85","55.49","58.84","59.57","60.93"
"RB","177.22","175.92","173.58","179.56","180.6","182.94"
"SI","17.05","16.975","16.8","17.225","17.325","17.5"
"HG","313.65","311.5","306.35","318.8","321.8","326.95"
"GC","1292","1285.1","1272.6","1304.5","1310.1","1322.6"
"ZT","107.4375","107.421875","107.390625","107.46875","107.484375","107.515625"
"ZF","116.875","116.7578125","116.5859375","117.046875","117.1015625","117.2734375"
"ZN","124.9375","124.75","124.46875","125.21875","125.3125","125.59375"
"ZB","153.9375","153.5625","152.8125","154.6875","155.0625","155.8125"
"UB","167.1875","166.65625","165.46875","168.375","169.03125","170.21875"
"ZC","350.5","349","345.25","354.25","356.5","360.25"
"ZS","991","985.75","975.75","1001","1005.75","1015.75"
"ZW","425.5","423","416","432.5","437","444"
"TN","134.171875","133.953125","133.609375","134.515625","134.640625","134.984375"
"6S","101.86","101.65","101.18","102.33","102.59","103.06"
"NQ","6398.75","6384","6356.75","6426","6438.5","6465.75"
"NIY","22355","22240","21955","22640","22810","23095"
"YM","23489","23416","23282","23623","23684","23818"
"FGBL","162.85","162.59","162.16","163.28","163.45","163.88"
"FGBX","167.12","166.6","165.7","168.02","168.4","169.3"
"FDAX","12952.5","12911","12789","13074.5","13155","13277"
"FBTP","140.08","139.77","139.24","140.61","140.83","141.36"
"FOAT","158.56","158.33","157.95","158.94","159.09","159.47"
"FESX","3549","3537","3503","3583","3605","3639"
"R","125.05","124.9","124.55","125.4","125.6","125.95"
"Z","7367.5","7347.5","7292.5","7422.5","7457.5","7512.5"
