"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2776.25","2763.75","2742.75","2797.25","2805.75","2826.75"
"6E","1.15705","1.14685","1.1189","1.185","1.20275","1.2307"
"6B","132.67","131.96","130.09","134.54","135.7","137.57"
"6J","90.78","90.535","89.905","91.41","91.795","92.425"
"6A","74.48","74.09","73.01","75.56","76.25","77.33"
"6C","76.14","75.81","74.875","77.075","77.68","78.615"
"NG","2.938","2.912","2.868","2.982","3","3.044"
"CL","66.47","66.04","65.27","67.24","67.58","68.35"
"RB","207.64","206.19","202.38","211.45","213.81","217.62"
"SI","17.035","16.81","16.43","17.415","17.57","17.95"
"HG","319.1","316.05","309.8","325.35","328.55","334.8"
"GC","1302","1295.7","1284","1313.7","1319.1","1330.8"
"ZT","105.75","105.71875","105.65625","105.8125","105.84375","105.90625"
"ZF","113.0546875","112.9453125","112.7421875","113.2578125","113.3515625","113.5546875"
"ZN","119.234375","119.03125","118.671875","119.59375","119.75","120.109375"
"ZB","142.84375","142.40625","141.59375","143.65625","144.03125","144.84375"
"UB","156.625","156.0625","154.96875","157.71875","158.25","159.34375"
"ZC","358.5","354.25","341.25","371.5","380.25","393.25"
"ZS","920.25","913.5","896","937.75","948.5","966"
"ZW","493","484.75","463","514.75","528.25","550"
"TN","126.875","126.609375","126.125","127.359375","127.578125","128.0625"
"6S","100.61","100.08","98.57","102.12","103.1","104.61"
"NQ","7238","7164.75","7050.75","7352","7392.75","7506.75"
"NIY","22710","22585","22385","22910","22985","23185"
"YM","25126","25041","24847","25320","25429","25623"
"FGBL","159.88","159.06","157.76","161.18","161.66","162.96"
"FGBX","171.8","170.96","169.56","173.2","173.76","175.16"
"FDAX","12879.5","12645.5","12269","13256","13398.5","13775"
"FBTP","124.77","123.51","121.46","126.82","127.61","129.66"
"FOAT","152.05","151.09","149.62","153.52","154.03","155.5"
"FESX","3470","3415","3327","3558","3591","3679"
"R","121.99","121.54","120.79","122.74","123.04","123.79"
"Z","7695.5","7602","7459","7838.5","7888","8031"
