"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2743.5","2735","2718.5","2760","2768","2784.5"
"6E","1.1955","1.1931","1.1873","1.2013","1.2047","1.2105"
"6B","135.28","134.95","134.2","136.03","136.45","137.2"
"6J","88.725","88.37","87.73","89.365","89.65","90.29"
"6A","77.97","77.73","77.17","78.53","78.85","79.41"
"6C","80.12","79.915","79.425","80.61","80.895","81.385"
"NG","2.846","2.769","2.633","2.982","3.041","3.177"
"CL","62.02","61.08","59.42","63.68","64.4","66.06"
"RB","180.62","177.61","172.58","185.65","187.67","192.7"
"SI","16.91","16.815","16.59","17.135","17.265","17.49"
"HG","320.05","318.55","314.25","324.35","327.15","331.45"
"GC","1308.7","1303.6","1292.4","1319.9","1326","1337.2"
"ZT","106.875","106.859375","106.8125","106.921875","106.953125","107"
"ZF","115.5390625","115.4453125","115.2109375","115.7734375","115.9140625","116.1484375"
"ZN","122.859375","122.671875","122.171875","123.359375","123.671875","124.171875"
"ZB","149.59375","148.9375","147.1875","151.34375","152.4375","154.1875"
"UB","162.53125","161.5625","158.96875","165.125","166.75","169.34375"
"ZC","347.25","345.75","343","350","351.25","354"
"ZS","960.75","957.5","950.5","967.75","971.5","978.5"
"ZW","427.25","422.25","414.25","435.25","438.25","446.25"
"TN","131.75","131.421875","130.578125","132.59375","133.109375","133.953125"
"6S","101.87","101.59","100.81","102.65","103.15","103.93"
"NQ","6668.25","6649.5","6612.25","6705.5","6724","6761.25"
"NIY","23735","23630","23400","23965","24090","24320"
"YM","25271","25170","24999","25442","25512","25683"
"FGBL","161.01","160.71","159.92","161.8","162.29","163.08"
"FGBX","161.66","160.92","158.88","163.7","165","167.04"
"FDAX","13353.5","13324","13263","13414.5","13446","13507"
"FBTP","135.31","134.91","133.84","136.38","137.05","138.12"
"FOAT","154.7","154.42","153.65","155.47","155.96","156.73"
"FESX","3602","3593","3576","3619","3627","3644"
"R","124.07","123.85","123.3","124.62","124.95","125.5"
"Z","7653","7636","7607.5","7681.5","7693","7721.5"
