"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2678.25","2672.75","2657.5","2693.5","2703.25","2718.5"
"6E","1.1879","1.18365","1.1771","1.19445","1.19675","1.2033"
"6B","133.97","133.59","132.93","134.63","134.91","135.57"
"6J","88.835","88.65","88.2","89.285","89.55","90"
"6A","76.45","76.26","75.89","76.82","77","77.37"
"6C","77.58","77.365","76.96","77.985","78.175","78.58"
"NG","2.665","2.639","2.562","2.742","2.793","2.87"
"CL","57.26","56.97","56.44","57.79","58.03","58.56"
"RB","169.33","167.56","164.68","172.21","173.32","176.2"
"SI","16.085","16.01","15.85","16.245","16.33","16.49"
"HG","312.5","309.9","305.75","316.65","318.2","322.35"
"GC","1261.5","1258.9","1252.9","1267.5","1270.9","1276.9"
"ZT","107.046875","107","106.921875","107.125","107.15625","107.234375"
"ZF","115.9453125","115.8359375","115.5625","116.21875","116.3828125","116.65625"
"ZN","123.453125","123.234375","122.625","124.0625","124.453125","125.0625"
"ZB","150.75","150","147.90625","152.84375","154.1875","156.28125"
"UB","164","162.90625","159.875","167.03125","168.96875","172"
"ZC","346.5","345.5","343.5","348.5","349.5","351.5"
"ZS","950.5","944.75","932.25","963","969.75","982.25"
"ZW","417.25","415","409.5","422.75","426","431.5"
"TN","132.53125","132.171875","131.203125","133.5","134.109375","135.078125"
"6S","102.03","101.8","101.35","102.48","102.7","103.15"
"NQ","6472.5","6444","6379","6537.5","6574","6639"
"NIY","22690","22615","22395","22910","23055","23275"
"YM","24707","24639","24479","24867","24959","25119"
"FGBL","161.91","161.44","160.25","163.1","163.82","165.01"
"FGBX","164.6","163.58","160.94","167.24","168.86","171.5"
"FDAX","13170","13121","12991","13300","13381","13511"
"FBTP","136.75","136.1","134.49","138.36","139.32","140.93"
"FOAT","155.91","155.41","154.15","157.17","157.93","159.19"
"FESX","3558","3545","3510","3593","3615","3650"
"R","124.65","124.33","123.57","125.41","125.85","126.61"
"Z","7467.5","7452.5","7419.5","7500.5","7518.5","7551.5"
