"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2852.5","2846.25","2836","2862.75","2866.75","2877"
"6E","1.1437","1.13835","1.1295","1.15255","1.15605","1.1649"
"6B","127.57","127.16","126.48","128.25","128.52","129.2"
"6J","90.59","90.285","89.75","91.125","91.355","91.89"
"6A","73.02","72.77","72.32","73.47","73.67","74.12"
"6C","76.47","76.295","75.995","76.77","76.895","77.195"
"NG","2.911","2.882","2.832","2.961","2.982","3.032"
"CL","64.99","64.57","63.85","65.71","66.01","66.73"
"RB","188.53","185.98","181.8","192.71","194.34","198.52"
"SI","14.585","14.505","14.305","14.785","14.905","15.105"
"HG","264.75","262.6","258.8","268.55","270.2","274"
"GC","1190.2","1185.9","1177.9","1198.2","1201.9","1209.9"
"ZT","105.84375","105.796875","105.734375","105.90625","105.921875","105.984375"
"ZF","113.65625","113.5","113.25","113.90625","114","114.25"
"ZN","120.375","120.125","119.71875","120.78125","120.9375","121.34375"
"ZB","144.84375","144.25","143.3125","145.78125","146.125","147.0625"
"UB","158.96875","158.1875","156.9375","160.21875","160.6875","161.9375"
"ZC","374","371.25","365.5","379.75","382.75","388.5"
"ZS","888.25","883.25","869.5","902","910.75","924.5"
"ZW","534.5","527","505.75","555.75","569.5","590.75"
"TN","128.25","127.890625","127.3125","128.828125","129.046875","129.625"
"6S","100.67","100.32","99.74","101.25","101.48","102.06"
"NQ","7353.75","7320.25","7253.5","7420.5","7453.75","7520.5"
"NIY","22120","22065","21940","22245","22315","22440"
"YM","25685","25613","25489","25809","25861","25985"
"FGBL","163.52","163.32","163.02","163.82","163.92","164.22"
"FGBX","179.76","179.3","178.6","180.46","180.7","181.4"
"FDAX","12250.5","12171.5","12034.5","12387.5","12445.5","12582.5"
"FBTP","123.1","122.38","121.09","124.39","124.96","126.25"
"FOAT","154.85","154.71","154.51","155.05","155.11","155.31"
"FESX","3377","3362","3334","3405","3418","3446"
"R","123.65","123.42","123.07","124","124.12","124.47"
"Z","7551.5","7510.5","7441","7621","7649.5","7719"
