"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2634","2621","2584","2671","2695","2732"
"6E","1.2093","1.2063","1.19895","1.21665","1.221","1.22835"
"6B","137.4","137.05","136.3","138.15","138.55","139.3"
"6J","91.615","91.45","91.085","91.98","92.18","92.545"
"6A","75.09","74.89","74.32","75.66","76.03","76.6"
"6C","77.735","77.535","77.125","78.145","78.355","78.765"
"NG","2.735","2.708","2.661","2.782","2.802","2.849"
"CL","67.43","66.28","64.19","69.52","70.46","72.55"
"RB","210.24","207.39","202.11","215.52","217.95","223.23"
"SI","16.22","16.045","15.69","16.575","16.755","17.11"
"HG","305.9","304.4","301.5","308.8","310.2","313.1"
"GC","1311.6","1304","1289.3","1326.3","1333.4","1348.1"
"ZT","106","105.984375","105.953125","106.03125","106.046875","106.078125"
"ZF","113.4140625","113.328125","113.1953125","113.546875","113.59375","113.7265625"
"ZN","119.453125","119.296875","119.046875","119.703125","119.796875","120.046875"
"ZB","143.21875","142.625","141.71875","144.125","144.4375","145.34375"
"UB","156.375","155.59375","154.4375","157.53125","157.90625","159.0625"
"ZC","398.25","395.5","390","403.75","406.5","412"
"ZS","1041.25","1034","1013.75","1061.5","1074.5","1094.75"
"ZW","501","491.5","476","516.5","522.5","538"
"TN","127.609375","127.34375","126.9375","128.015625","128.15625","128.5625"
"6S","101.13","100.93","100.46","101.6","101.87","102.34"
"NQ","6567.75","6522.25","6401.75","6688.25","6763.25","6883.75"
"NIY","22365","22290","22080","22575","22710","22920"
"YM","24004","23878","23529","24353","24576","24925"
"FGBL","158.46","158.18","157.68","158.96","159.18","159.68"
"FGBX","163.1","162.64","161.78","163.96","164.36","165.22"
"FDAX","12573","12535","12468","12640","12669","12736"
"FBTP","138.54","138.07","137.14","139.47","139.93","140.86"
"FOAT","153.55","153.3","152.89","153.96","154.12","154.53"
"FESX","3458","3443","3418","3483","3493","3518"
"R","121.97","121.67","121.18","122.46","122.65","123.14"
"Z","7437.5","7414.5","7361","7491","7521.5","7575"
