"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2770.75","2757.25","2735","2793","2801.75","2824"
"6E","1.1637","1.1588","1.1505","1.172","1.1754","1.1837"
"6B","132.85","132.33","131.48","133.7","134.03","134.88"
"6J","90.76","90.54","90.125","91.175","91.37","91.785"
"6A","74.36","74.2","73.81","74.75","74.98","75.37"
"6C","75.74","75.485","74.875","76.35","76.705","77.315"
"NG","2.981","2.94","2.873","3.048","3.074","3.141"
"CL","63.89","62.73","59.98","66.64","68.23","70.98"
"RB","198.12","195.09","186.95","206.26","211.37","219.51"
"SI","16.215","15.945","15.15","17.01","17.535","18.33"
"HG","311.2","307.9","299.35","319.75","325","333.55"
"GC","1269","1259.5","1231.2","1297.3","1316.1","1344.4"
"ZT","105.78125","105.75","105.6875","105.84375","105.875","105.9375"
"ZF","113.1484375","113.0546875","112.84375","113.359375","113.4765625","113.6875"
"ZN","119.40625","119.234375","118.84375","119.796875","120.015625","120.40625"
"ZB","143.21875","142.8125","141.875","144.15625","144.6875","145.625"
"UB","157.21875","156.65625","155.375","158.5","159.21875","160.5"
"ZC","355","349","336.5","367.5","374","386.5"
"ZS","896.25","886.75","860.75","922.25","938.75","964.75"
"ZW","488.75","477.75","457","509.5","519.25","540"
"TN","127.125","126.859375","126.28125","127.703125","128.015625","128.59375"
"6S","100.86","100.67","100.25","101.28","101.51","101.93"
"NQ","7247","7212.5","7142.75","7316.75","7352","7421.75"
"NIY","22640","22520","22290","22870","22980","23210"
"YM","24948","24786","24496","25238","25366","25656"
"FGBL","160.77","160.38","159.62","161.53","161.9","162.66"
"FGBX","171.92","171.3","169.74","173.48","174.42","175.98"
"FDAX","12953","12891","12729.5","13114.5","13214","13375.5"
"FBTP","126.72","125.66","123.87","128.51","129.24","131.03"
"FOAT","153.15","152.74","152.03","153.86","154.16","154.87"
"FESX","3487","3470","3431","3526","3548","3587"
"R","122.31","122.01","121.41","122.91","123.21","123.81"
"Z","7523.5","7466","7312.5","7677","7773","7926.5"
