"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2492","2488.5","2480.5","2500","2504.5","2512.5"
"6E","1.1805","1.17565","1.1653","1.19085","1.19635","1.2067"
"6B","134.41","133.92","132.9","135.43","135.96","136.98"
"6J","89.165","88.82","88.04","89.945","90.38","91.16"
"6A","78.44","78.03","77.14","79.33","79.81","80.7"
"6C","80.72","80.405","79.89","81.235","81.435","81.95"
"NG","2.977","2.954","2.908","3.023","3.046","3.092"
"CL","51.41","50.94","49.97","52.38","52.88","53.85"
"RB","162.64","160.37","155.37","167.64","170.37","175.37"
"SI","16.7","16.52","16.045","17.175","17.47","17.945"
"HG","289.6","287.35","281.6","295.35","298.85","304.6"
"GC","1293","1284.3","1263.7","1313.6","1325.5","1346.1"
"ZT","107.875","107.84375","107.78125","107.9375","107.96875","108.03125"
"ZF","117.71875","117.625","117.4453125","117.8984375","117.984375","118.1640625"
"ZN","125.84375","125.703125","125.4375","126.109375","126.234375","126.5"
"ZB","154.375","154","153.28125","155.09375","155.4375","156.15625"
"UB","167.15625","166.625","165.59375","168.1875","168.6875","169.71875"
"ZC","351","349.5","346","354.5","356.5","360"
"ZS","959.5","955.25","943.75","971","978.25","989.75"
"ZW","450.25","446.75","438.25","458.75","463.75","472.25"
"TN","135.21875","135.015625","134.625","135.609375","135.796875","136.1875"
"6S","103.32","102.89","102.05","104.16","104.57","105.41"
"NQ","5867.25","5842.25","5795.5","5914","5935.75","5982.5"
"NIY","20175","20105","19995","20285","20325","20435"
"YM","22224","22190","22108","22306","22354","22436"
"FGBL","161.57","161.44","161.13","161.88","162.06","162.37"
"FGBX","164.08","163.64","162.7","165.02","165.52","166.46"
"FDAX","12544","12503.5","12425.5","12622","12659.5","12737.5"
"FBTP","134.65","134.44","134.01","135.08","135.3","135.73"
"FOAT","155.57","155.45","155.15","155.87","156.05","156.35"
"FESX","3514","3509","3495","3528","3537","3551"
"R","123.94","123.72","123.3","124.36","124.56","124.98"
"Z","7220","7207","7170","7257","7281","7318"
