"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2554","2550.75","2545.75","2559","2560.75","2565.75"
"6E","1.1778","1.17465","1.16865","1.1838","1.18665","1.19265"
"6B","131.59","131.03","129.72","132.9","133.65","134.96"
"6J","89.175","88.98","88.635","89.52","89.67","90.015"
"6A","78.18","77.95","77.54","78.59","78.77","79.18"
"6C","79.53","79.295","78.855","79.97","80.175","80.615"
"NG","2.914","2.865","2.761","3.018","3.073","3.177"
"CL","51.34","50.8","49.82","52.32","52.76","53.74"
"RB","159.63","158.03","155.2","162.46","163.69","166.52"
"SI","16.925","16.81","16.52","17.215","17.39","17.68"
"HG","317.55","315.55","310.25","322.85","326.15","331.45"
"GC","1280.5","1274.9","1260.4","1295","1303.9","1318.4"
"ZT","107.6875","107.65625","107.609375","107.734375","107.75","107.796875"
"ZF","117.25","117.1640625","117","117.4140625","117.4921875","117.65625"
"ZN","125.265625","125.109375","124.84375","125.53125","125.640625","125.90625"
"ZB","153.5625","153.0625","152.3125","154.3125","154.5625","155.3125"
"UB","166.0625","165.21875","163.96875","167.3125","167.71875","168.96875"
"ZC","348.5","347","344","351.5","353","356"
"ZS","981","977.5","969","989.5","994.5","1003"
"ZW","432","429.25","422.25","439","443.25","450.25"
"TN","134.5","134.265625","133.921875","134.84375","134.953125","135.296875"
"6S","102.33","102.02","101.39","102.96","103.28","103.91"
"NQ","6111.5","6099.5","6080.75","6130.25","6137","6155.75"
"NIY","21270","21170","21010","21430","21490","21650"
"YM","22902","22852","22768","22986","23020","23104"
"FGBL","162.41","162.19","161.8","162.8","162.97","163.36"
"FGBX","165.64","165.18","164.38","166.44","166.78","167.58"
"FDAX","12973","12933.5","12868","13038.5","13064.5","13130"
"FBTP","136.92","136.62","136.11","137.43","137.64","138.15"
"FOAT","156.84","156.61","156.2","157.25","157.43","157.84"
"FESX","3593","3580","3558","3615","3624","3646"
"R","124.24","123.67","122.75","125.16","125.51","126.43"
"Z","7476.5","7453","7408.5","7521","7542","7586.5"
