"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2884","2869.75","2848","2905.75","2913.25","2935"
"6E","1.1636","1.1576","1.1479","1.1733","1.177","1.1867"
"6B","128.58","128.15","127.46","129.27","129.53","130.22"
"6J","89.955","89.78","89.455","90.28","90.43","90.755"
"6A","73.18","72.89","72.41","73.66","73.85","74.33"
"6C","76.735","76.315","75.65","77.4","77.645","78.31"
"NG","2.853","2.837","2.793","2.897","2.925","2.969"
"CL","68.51","68.14","67.55","69.1","69.32","69.91"
"RB","197.26","195.85","193.53","199.58","200.49","202.81"
"SI","14.86","14.755","14.585","15.03","15.095","15.265"
"HG","271.85","270.45","267.95","274.35","275.45","277.95"
"GC","1210.7","1205.4","1196.1","1220","1224","1233.3"
"ZT","105.78125","105.765625","105.734375","105.8125","105.828125","105.859375"
"ZF","113.546875","113.4765625","113.3046875","113.71875","113.8203125","113.9921875"
"ZN","120.234375","120.109375","119.78125","120.5625","120.765625","121.09375"
"ZB","144.8125","144.53125","143.71875","145.625","146.15625","146.96875"
"UB","159.03125","158.625","157.5","160.15625","160.875","162"
"ZC","358.25","355","349","364.25","367","373"
"ZS","840.25","832.25","818","854.5","860.75","875"
"ZW","517","511.75","496.25","532.5","542.75","558.25"
"TN","128.171875","128","127.515625","128.65625","128.96875","129.453125"
"6S","101.88","101.51","100.91","102.48","102.71","103.31"
"NQ","7521.75","7475.75","7406.25","7591.25","7614.75","7684.25"
"NIY","22700","22510","22220","22990","23090","23380"
"YM","25893","25708","25423","26178","26278","26563"
"FGBL","162.36","162.07","161.29","163.14","163.63","164.41"
"FGBX","176.58","175.84","173.78","178.64","179.96","182.02"
"FDAX","12459","12377.5","12247.5","12589","12637.5","12767.5"
"FBTP","122.87","122.6","121.89","123.58","124.02","124.73"
"FOAT","153.94","153.7","153.04","154.6","155.02","155.68"
"FESX","3439","3422","3395","3466","3476","3503"
"R","3439","3422","3395","3466","3476","3503"
"Z","3439","3422","3395","3466","3476","3503"
