"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2527.75","2522.75","2515","2535.5","2538.25","2546"
"6E","1.1754","1.1712","1.16385","1.18275","1.1859","1.19325"
"6B","132.47","132.19","131.57","133.09","133.43","134.05"
"6J","88.64","88.43","88.01","89.06","89.27","89.69"
"6A","77.94","77.61","77.1","78.45","78.63","79.14"
"6C","79.875","79.65","79.285","80.24","80.38","80.745"
"NG","2.874","2.854","2.805","2.923","2.952","3.001"
"CL","50.13","49.83","49.24","50.72","51.01","51.6"
"RB","154.88","153.22","150.53","157.57","158.6","161.29"
"SI","16.585","16.52","16.405","16.7","16.75","16.865"
"HG","293.7","291.05","286.8","297.95","299.55","303.8"
"GC","1271.5","1268.3","1262.3","1277.5","1280.3","1286.3"
"ZT","107.8125","107.796875","107.765625","107.84375","107.859375","107.890625"
"ZF","117.40625","117.296875","117.1171875","117.5859375","117.65625","117.8359375"
"ZN","125.109375","124.90625","124.5625","125.453125","125.59375","125.9375"
"ZB","152.15625","151.65625","150.8125","153","153.34375","154.1875"
"UB","164","163.3125","162.125","165.1875","165.6875","166.875"
"ZC","348.5","347.25","344.5","351.25","352.75","355.5"
"ZS","951.5","948","940","959.5","964","972"
"ZW","443.25","438.5","430.25","451.5","455","463.25"
"TN","133.984375","133.71875","133.265625","134.4375","134.625","135.078125"
"6S","102.81","102.44","101.84","103.41","103.64","104.24"
"NQ","5983.5","5968.75","5943.75","6008.5","6018.75","6043.75"
"NIY","20515","20355","20115","20755","20835","21075"
"YM","22532","22457","22338","22651","22695","22814"
"FGBL","160.79","160.47","159.95","161.31","161.51","162.03"
"FGBX","162.54","161.86","160.72","163.68","164.14","165.28"
"FDAX","162.54","161.86","160.72","163.68","164.14","165.28"
"FBTP","134.17","133.89","133.38","134.68","134.91","135.42"
"FOAT","154.82","154.53","154.03","155.32","155.53","156.03"
"FESX","3589","3582","3569","3602","3608","3621"
"R","123.7","123.48","123.07","124.11","124.3","124.71"
"Z","7397.5","7369","7326","7440.5","7455","7498"
