"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2657.75","2645","2624.25","2678.5","2686.5","2707.25"
"6E","1.18515","1.1813","1.1715","1.19495","1.2009","1.2107"
"6B","135.07","134.55","133.5","136.12","136.65","137.7"
"6J","91.725","91.495","91.08","92.14","92.325","92.74"
"6A","74.14","73.78","72.86","75.06","75.62","76.54"
"6C","76.925","76.605","75.89","77.64","78.035","78.75"
"NG","2.702","2.673","2.61","2.765","2.799","2.862"
"CL","67.99","66.91","64.67","70.23","71.39","73.63"
"RB","207.78","204.41","198.12","214.07","216.99","223.28"
"SI","16.36","16.245","16.04","16.565","16.655","16.86"
"HG","301.85","297.8","290.15","309.5","313.1","320.75"
"GC","1307.4","1301.1","1289.6","1318.9","1324.1","1335.6"
"ZT","105.953125","105.9375","105.890625","106","106.03125","106.078125"
"ZF","113.3203125","113.2421875","113.0703125","113.4921875","113.5859375","113.7578125"
"ZN","119.359375","119.203125","118.875","119.6875","119.859375","120.1875"
"ZB","142.96875","142.5625","141.8125","143.71875","144.0625","144.8125"
"UB","155.90625","155.375","154.4375","156.84375","157.25","158.1875"
"ZC","400.5","397.5","392.75","405.25","407","411.75"
"ZS","1013.75","1007","995.75","1025","1029.5","1040.75"
"ZW","507.5","500.5","487.25","520.75","527","540.25"
"TN","127.375","127.15625","126.703125","127.828125","128.0625","128.515625"
"6S","99.89","99.68","99.29","100.28","100.46","100.85"
"NQ","6783.5","6746.75","6683.25","6847","6873.75","6937.25"
"NIY","22420","22340","22190","22570","22640","22790"
"YM","24183","24059","23851","24391","24475","24683"
"FGBL","158.65","158.46","157.96","159.15","159.46","159.96"
"FGBX","163.06","162.62","161.44","164.24","164.98","166.16"
"FDAX","12869","12820.5","12729.5","12960","13002.5","13093.5"
"FBTP","137.56","137.13","135.88","138.81","139.63","140.88"
"FOAT","153.45","153.23","152.66","154.02","154.37","154.94"
"FESX","3499","3486","3463","3522","3532","3555"
"R","121.91","121.67","121.05","122.53","122.91","123.53"
"Z","7496","7470.5","7417.5","7549","7576.5","7629.5"
