"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2726.25","2713.25","2693.5","2746","2752.75","2772.5"
"6E","1.2262","1.22115","1.2067","1.24065","1.25005","1.2645"
"6B","137.57","137.13","135.91","138.79","139.57","140.79"
"6J","94.04","93.895","93.535","94.4","94.615","94.975"
"6A","77.62","77.35","76.71","78.26","78.63","79.27"
"6C","77.175","76.895","76.345","77.725","77.995","78.545"
"NG","2.734","2.713","2.664","2.783","2.811","2.86"
"CL","59.61","59.11","57.72","61","61.89","63.28"
"RB","184.84","182.9","177.37","190.37","193.96","199.49"
"SI","16.435","16.37","16.24","16.565","16.63","16.76"
"HG","305.4","302.85","296.05","312.2","316.45","323.25"
"GC","1318","1314.2","1304.7","1327.5","1333.2","1342.7"
"ZT","106.21875","106.203125","106.15625","106.265625","106.296875","106.34375"
"ZF","113.9453125","113.8515625","113.671875","114.125","114.2109375","114.390625"
"ZN","119.984375","119.796875","119.453125","120.328125","120.484375","120.828125"
"ZB","143.03125","142.53125","141.5625","144","144.46875","145.4375"
"UB","155.0625","154.3125","152.875","156.5","157.1875","158.625"
"ZC","388.25","383.25","375.75","395.75","398.25","405.75"
"ZS","1057.5","1051.25","1039.25","1069.5","1075.25","1087.25"
"ZW","492.75","486","474.5","504.25","509","520.5"
"TN","127.953125","127.671875","127.15625","128.46875","128.703125","129.21875"
"6S","104.77","104.39","103.3","105.86","106.57","107.66"
"NQ","6933.25","6892.5","6830","6995.75","7017.5","7080"
"NIY","21420","21175","20810","21785","21905","22270"
"YM","24749","24607","24366","24990","25089","25330"
"FGBL","156.53","155.86","154.78","157.61","158.02","159.1"
"FGBX","160.12","158.94","157.08","161.98","162.66","164.52"
"FDAX","12230.5","12101","11897","12434.5","12509","12713"
"FBTP","135.41","134.55","133.24","136.72","137.17","138.48"
"FOAT","151.72","151.04","150","152.76","153.12","154.16"
"FESX","3386","3357","3312","3431","3447","3492"
"R","121.05","120.63","119.92","121.76","122.05","122.76"
"Z","7150.5","7097.5","7014","7234","7264.5","7348"
